,date,open,high,low,close,volume,month
0,2019-02-19 09:00:00,99.35,99.4,98.58,98.63,135715.0,2
1,2019-02-19 10:00:00,98.59,98.85,98.41,98.835,258928.0,2
2,2019-02-19 11:00:00,98.86,99.185,98.79,99.12,189722.0,2
3,2019-02-19 12:00:00,99.15,99.235,98.99,99.05,242872.0,2
4,2019-02-19 13:00:00,99.045,99.09,98.95,98.98,155324.0,2
5,2019-02-19 14:00:00,98.9771,99.44,98.9771,99.42,144538.0,2
6,2019-02-19 15:00:00,99.42,99.44,98.99,99.06,289331.0,2
7,2019-02-19 16:00:00,99.05,99.05,99.05,99.05,13167.0,2
8,2019-02-20 09:00:00,99.18,100.01,99.18,99.53,85651.0,2
9,2019-02-20 10:00:00,99.56,99.84,99.09,99.74,308531.0,2
10,2019-02-20 11:00:00,99.73,99.7825,99.45,99.52,203126.0,2
11,2019-02-20 12:00:00,99.51,99.52,99.1562,99.24,209411.0,2
12,2019-02-20 13:00:00,99.25,99.3,98.36,99.24,471764.0,2
13,2019-02-20 14:00:00,99.26,99.45,98.87,99.315,128135.0,2
14,2019-02-20 15:00:00,99.31,99.33,99.03,99.19,240714.0,2
15,2019-02-20 16:00:00,99.19,99.19,99.19,99.19,266378.0,2
16,2019-02-21 09:00:00,98.95,98.95,98.31,98.505,55766.0,2
17,2019-02-21 10:00:00,98.505,98.66,98.2724,98.38,119077.0,2
18,2019-02-21 11:00:00,98.37,98.5485,98.07,98.38,126634.0,2
19,2019-02-21 12:00:00,98.36,98.66,98.33,98.63,85457.0,2
20,2019-02-21 13:00:00,98.62,98.62,98.3,98.441,81915.0,2
21,2019-02-21 14:00:00,98.4644,98.485,97.83,97.9,118207.0,2
22,2019-02-21 15:00:00,97.9,98.17,97.7,98.12,323033.0,2
23,2019-02-21 16:00:00,98.12,98.12,98.12,98.12,17240.0,2
24,2019-02-22 09:00:00,98.38,98.57,97.97,98.38,73545.0,2
25,2019-02-22 10:00:00,98.34,98.36,97.5871,97.59,164913.0,2
26,2019-02-22 11:00:00,97.62,98.18,97.58,97.75,261556.0,2
27,2019-02-22 12:00:00,97.75,98.08,97.13,97.295,208325.0,2
