,date,open,high,low,close,volume,frac,fracHigh,fracLow,month
0,2019-02-19 00:00:00,216.02,220.38,215.61,219.57,252967.0,0.016433663549671247,0.020183316359596266,0.0018979724099620248,2
1,2019-02-20 00:00:00,219.16,222.0,219.12,221.65,185142.0,0.011361562328892176,0.012958569081949277,0.0001825150574922068,2
2,2019-02-21 00:00:00,221.62,224.02,220.83,222.81,235069.0,0.005369551484523047,0.010829347531811234,0.0035646602292211537,2
3,2019-02-22 00:00:00,223.87,224.835,222.28,223.91,197473.0,0.0001786751239558317,0.004310537365435313,0.007102336177245738,2
4,2019-02-25 00:00:00,224.13,225.53,222.5,223.2,320765.0,-0.004149377593361026,0.006246374871726256,0.007272565029224091,2
5,2019-02-26 00:00:00,222.93,224.94,222.51,222.81,225700.0,-0.0005382855604898603,0.009016283138204777,0.001883999461714511,2
6,2019-02-27 00:00:00,222.65,224.95,221.95,224.29,255894.0,0.007365820794969622,0.010330114529530577,0.0031439479002920144,2
7,2019-02-28 00:00:00,224.83,226.3,223.0898,226.11,231891.0,0.005693190410532407,0.0065382733620958,0.0077400702753192,2
8,2019-03-01 00:00:00,226.64,227.64,223.46,225.39,209994.0,-0.005515354747617367,0.004412283798093893,0.014031062477938486,3
9,2019-03-04 00:00:00,225.14,226.805,222.52,224.88,209446.0,-0.0011548369903170957,0.007395398418761751,0.011637203517811034,3
10,2019-03-05 00:00:00,223.41,224.92,222.89,223.03,298280.0,-0.0017009086433015328,0.006758873819435078,0.002327559196096908,3
11,2019-03-06 00:00:00,223.75,225.41,222.09,222.11,251180.0,-0.007329608938547425,0.007418994413407806,0.007418994413407806,3
12,2019-03-07 00:00:00,221.99,221.99,218.1,218.14,256615.0,-0.017343123564124614,0.0,0.0175233118608947,3
13,2019-03-08 00:00:00,216.54,218.0784,215.93,216.78,281720.0,0.0011083402604600032,0.007104461069548332,0.002817031495335667,3
14,2019-03-11 00:00:00,217.15,219.49,216.49,217.93,285460.0,0.003591987105687318,0.010775961317061954,0.003039373704812326,3
15,2019-03-12 00:00:00,218.62,220.28,218.02,218.23,330098.0,-0.001783917299423725,0.0075930838898545265,0.002744488152959447,3
16,2019-03-13 00:00:00,218.5,220.4,218.15,218.31,275098.0,-0.000869565217391294,0.00869565217391307,0.0016018306636155345,3
17,2019-03-14 00:00:00,218.57,219.79,218.12,219.01,219961.0,0.002013085052843472,0.005581735828338742,0.002058836985862601,3
18,2019-03-15 00:00:00,218.51,221.67,218.19,219.05,595988.0,0.002471282778820285,0.014461580705688511,0.0014644638689304526,3
19,2019-03-18 00:00:00,219.92,221.5,219.92,220.39,239217.0,0.002137140778464891,0.0071844307020735385,0.0,3
