,date,open,high,low,close,volume,frac,fracHigh,fracLow,month
0,2019-02-19 06:00:00,259.5,259.5,259.5,259.5,908.0,0.0,0.0,0.0,2
1,2019-02-19 08:00:00,258.93,258.93,258.5,258.5,935.0,-0.0016606804927973074,0.0,0.0016606804927973074,2
2,2019-02-19 09:00:00,258.55,260.06,258.0516,258.32,199952.0,-0.0008895764842390956,0.005840263005221392,0.0019276735641075371,2
3,2019-02-19 10:00:00,258.29,258.99,257.44,257.88,352449.0,-0.001587363041542549,0.002710132022145606,0.003290874598319806,2
4,2019-02-19 11:00:00,257.88,258.2299,256.71,257.745,242467.0,-0.0005234993020008954,0.0013568326353342291,0.0045369939506747945,2
5,2019-02-19 12:00:00,257.75,258.228,257.34,257.48,189895.0,-0.0010475266731328101,0.0018545101842871335,0.0015906886517944715,2
6,2019-02-19 13:00:00,257.55,257.61,256.45,256.59,177893.0,-0.0037274315666862216,0.00023296447291788885,0.004271015336827889,2
7,2019-02-19 14:00:00,256.6125,257.96,256.6125,257.9,262318.0,0.0050172926104533715,0.005251108188416263,0.0,2
8,2019-02-19 15:00:00,257.925,258.04,257.585,257.89,479755.0,-0.0001356983619270137,0.0004458660463313331,0.0013182126587187432,2
9,2019-02-19 16:00:00,257.81,257.81,257.81,257.81,737938.0,0.0,0.0,0.0,2
10,2019-02-19 19:00:00,257.73,257.73,257.45,257.45,471.0,-0.0010864082567028656,0.0,0.0010864082567028656,2
11,2019-02-20 07:00:00,257.75,257.81,257.0,257.0,897.0,-0.002909796314258002,0.00023278370514064897,0.002909796314258002,2
12,2019-02-20 08:00:00,257.82,258.1999,257.75,257.9,460.0,0.0003102940035683193,0.0014735086494454292,0.00027150725312230696,2
13,2019-02-20 09:00:00,258.9171,259.89,258.13,259.485,227606.0,0.0021933661392005734,0.0037575733700090934,0.0030399691638752693,2
14,2019-02-20 10:00:00,259.495,260.3,258.97,260.27,285627.0,0.0029865700687873647,0.0031021792327405413,0.0020231603691785094,2
15,2019-02-20 11:00:00,260.22,260.99,259.9312,260.05,289405.0,-0.0006532933671509335,0.0029590346629774105,0.0011098301437246847,2
16,2019-02-20 12:00:00,260.025,260.08,256.59,256.73,315410.0,-0.012671858475146465,0.00021151812325740534,0.01321026824343814,2
17,2019-02-20 13:00:00,256.7655,257.8865,256.75,257.58,230502.0,0.00317215513766456,0.004365851331273235,6.036636541893103e-05,2
18,2019-02-20 14:00:00,257.59,258.15,255.9164,257.35,262629.0,-0.0009317131876235579,0.002173997437788743,0.006497146628362767,2
19,2019-02-20 15:00:00,257.45,258.24,257.17,258.13,475979.0,0.0026412895707904715,0.003068557001359567,0.0010875898232665477,2
20,2019-02-20 16:00:00,258.1,258.1,258.1,258.1,57962.0,0.0,0.0,0.0,2
21,2019-02-20 17:00:00,258.1,258.1,258.1,258.1,104.0,0.0,0.0,0.0,2
22,2019-02-21 09:00:00,257.3,258.5,255.87,256.4546,190632.0,-0.0032856587640885493,0.004663816556548731,0.005557714729887317,2
23,2019-02-21 10:00:00,256.4,257.3,255.12,256.705,370974.0,0.0011895475819033029,0.003510140405616358,0.004992199687987414,2
24,2019-02-21 11:00:00,256.76,258.45,256.6856,258.17,221109.0,0.005491509580931707,0.006582022121825821,0.0002897647608660567,2
25,2019-02-21 12:00:00,258.15,259.3491,258.13,258.695,140648.0,0.002111175673058361,0.00464497385241156,7.747433662592219e-05,2
26,2019-02-21 13:00:00,258.74,259.09,258.19,258.46,125655.0,-0.0010821674267605687,0.0013527092834504362,0.0021256860168509368,2
27,2019-02-21 14:00:00,258.4748,258.77,256.83,257.11,156462.0,-0.005280205265658402,0.0011420842573433298,0.006363483016526299,2
28,2019-02-21 15:00:00,257.11,257.92,257.01,257.78,308225.0,0.002605888530200922,0.003150402551437137,0.0003889385865972647,2
29,2019-02-21 16:00:00,257.76,257.99,257.5,257.99,438425.0,0.0008923029174426529,0.0008923029174426529,0.001008690254500275,2
30,2019-02-21 17:00:00,258.0,258.0,258.0,258.0,100.0,0.0,0.0,0.0,2
31,2019-02-21 18:00:00,257.0,257.02,257.0,257.02,400.0,7.782101167308097e-05,7.782101167308097e-05,0.0,2
32,2019-02-21 19:00:00,257.1,257.1,255.5,255.5,1591.0,-0.0062232594321276645,0.0,0.0062232594321276645,2
33,2019-02-22 04:00:00,257.76,257.76,257.76,257.76,419.0,0.0,0.0,0.0,2
34,2019-02-22 06:00:00,257.73,257.73,257.73,257.73,218.0,0.0,0.0,0.0,2
35,2019-02-22 07:00:00,257.67,257.81,257.67,257.81,527.0,0.000543330616680197,0.000543330616680197,0.0,2
36,2019-02-22 08:00:00,257.82,257.82,257.7899,257.7899,1250.0,-0.00011674811884262065,0.0,0.00011674811884262065,2
37,2019-02-22 09:00:00,257.25,259.69,257.25,259.46,218101.0,0.00859086491739545,0.009484936831875599,0.0,2
38,2019-02-22 10:00:00,259.52,259.98,257.745,258.92,224715.0,-0.0023119605425399427,0.001772503082614197,0.006839549938347632,2
39,2019-02-22 11:00:00,258.84,260.22,258.67,259.37,174362.0,0.0020475969711019532,0.005331478905888009,0.0006567763869570356,2
40,2019-02-22 12:00:00,259.33,259.49,258.49,258.75,115587.0,-0.002236532603246767,0.0006169745112406009,0.003239116184012552,2
41,2019-02-22 13:00:00,258.765,259.59,258.34,259.53,166083.0,0.0029563503565010196,0.0031882209726971913,0.001642416864722862,2
42,2019-02-22 14:00:00,259.52,260.24,258.46,258.82,181713.0,-0.0026972872996300426,0.002774352651048194,0.004084463625154139,2
43,2019-02-22 15:00:00,258.7,259.66,258.575,258.82,475571.0,0.0004638577502899287,0.0037108620023194295,0.00048318515655199073,2
44,2019-02-22 16:00:00,258.9,259.01,258.9,258.9,37011.0,0.0,0.0004248744689069666,0.0,2
45,2019-02-25 04:00:00,260.5,260.5,260.5,260.5,100.0,0.0,0.0,0.0,2
46,2019-02-25 07:00:00,260.0,260.0,260.0,260.0,448.0,0.0,0.0,0.0,2
47,2019-02-25 08:00:00,261.0,261.0,261.0,261.0,975.0,0.0,0.0,0.0,2
48,2019-02-25 09:00:00,261.36,262.98,260.5,260.9,277885.0,-0.0017600244872973537,0.006198347107438033,0.003290480563207888,2
49,2019-02-25 10:00:00,260.9,261.205,259.5,260.3642,289940.0,-0.0020536604062859135,0.0011690302798007162,0.005366040628593244,2
50,2019-02-25 11:00:00,260.37,260.74,259.9863,260.3,187837.0,-0.00026884817759339856,0.0014210546529938339,0.0014736720820370094,2
51,2019-02-25 12:00:00,260.29,260.35,258.18,258.7,160105.0,-0.006108571209036197,0.00023051212109570968,0.008106342925198868,2
52,2019-02-25 13:00:00,258.73,258.955,258.4,258.6388,152337.0,-0.00035249101379822523,0.0008696324353571905,0.0012754609051908975,2
53,2019-02-25 14:00:00,258.645,259.16,258.46,258.98,151638.0,0.0012952115834446304,0.001991146165593935,0.0007152660983201001,2
54,2019-02-25 15:00:00,259.0,259.53,258.41,258.69,306067.0,-0.0011969111969112056,0.002046332046331941,0.0022779922779921813,2
55,2019-02-25 16:00:00,258.62,259.0,258.62,259.0,46199.0,0.0014693372515659866,0.0014693372515659866,0.0,2
56,2019-02-26 08:00:00,259.0,259.0,259.0,259.0,120.0,0.0,0.0,0.0,2
57,2019-02-26 09:00:00,258.7,259.47,256.3734,259.02,178223.0,0.00123695400077307,0.0029764205643604126,0.008993428681870835,2
58,2019-02-26 10:00:00,259.11,260.3,258.9,259.2654,317165.0,0.0005997452819265408,0.004592644050789231,0.0008104665971982415,2
59,2019-02-26 11:00:00,259.22,261.2,259.0764,260.52,228648.0,0.005015045135406042,0.007638299513926245,0.0005539696011112145,2
60,2019-02-26 12:00:00,260.54,261.1,259.835,259.89,215165.0,-0.0024948184539803258,0.0021493820526598687,0.0027059184770094453,2
61,2019-02-26 13:00:00,259.855,261.08,259.855,261.08,152909.0,0.004714167516499454,0.004714167516499454,0.0,2
62,2019-02-26 14:00:00,261.08,262.18,260.99,262.02,255593.0,0.0036004289872835827,0.004213267963842588,0.0003447219243142906,2
63,2019-02-26 15:00:00,262.03,262.58,261.23,261.3,461841.0,-0.002785940541159262,0.002098996298133845,0.0030530855245580833,2
64,2019-02-26 16:00:00,261.22,261.22,260.57,260.57,250178.0,-0.0024883240180691908,0.0,0.0024883240180691908,2
65,2019-02-26 18:00:00,260.51,260.51,260.51,260.51,100.0,0.0,0.0,0.0,2
66,2019-02-27 07:00:00,260.55,260.55,260.55,260.55,1000.0,0.0,0.0,0.0,2
67,2019-02-27 08:00:00,259.91,259.91,259.91,259.91,209.0,0.0,0.0,0.0,2
68,2019-02-27 09:00:00,260.0,261.98,259.04,259.08,177037.0,-0.0035384615384615997,0.007615384615384685,0.0036923076923076137,2
69,2019-02-27 10:00:00,259.15,259.383,256.52,256.98,382099.0,-0.008373528844298511,0.0008990931892726379,0.010148562608527863,2
70,2019-02-27 11:00:00,256.945,258.14,256.69,257.95,309957.0,0.003911342894393724,0.004650800755025368,0.0009924302866372004,2
71,2019-02-27 12:00:00,257.939,259.58,257.939,259.37,131884.0,0.005547823322568449,0.006361969302819514,0.0,2
72,2019-02-27 13:00:00,259.39,260.92,259.375,260.44,187403.0,0.004047958672269599,0.005898454065307181,5.782798103236963e-05,2
73,2019-02-27 14:00:00,260.38,262.37,260.35,262.075,283176.0,0.006509716568092762,0.007642676088793337,0.00011521622244401535,2
74,2019-02-27 15:00:00,262.09,263.08,262.07,262.93,580114.0,0.0032050059139991298,0.003777328398641723,7.63096646189546e-05,2
75,2019-02-27 16:00:00,262.9,262.99,259.77,262.99,13727.0,0.0003423354887791245,0.0003423354887791245,0.011905667554203104,2
76,2019-02-27 19:00:00,262.25,262.25,262.25,262.25,112.0,0.0,0.0,0.0,2
77,2019-02-28 07:00:00,261.88,261.94,261.88,261.94,574.0,0.0002291125706430513,0.0002291125706430513,0.0,2
78,2019-02-28 08:00:00,261.0,261.0,261.0,261.0,100.0,0.0,0.0,0.0,2
79,2019-02-28 09:00:00,262.4,266.24,262.39,265.02,417334.0,0.009984756097560993,0.014634146341463537,3.8109756097526315e-05,2
80,2019-02-28 10:00:00,265.06,265.1,263.39,263.9601,355014.0,-0.00414962649966042,0.00015090922809937548,0.006300460273145763,2
81,2019-02-28 11:00:00,263.96,265.0,262.71,264.5,366390.0,0.002045764509774286,0.003939990907713368,0.004735565994847705,2
82,2019-02-28 12:00:00,264.4,265.27,264.3326,265.19,181214.0,0.0029878971255674,0.0032904689863842837,0.0002549167927381381,2
83,2019-02-28 13:00:00,265.205,265.25,264.27,264.38,133540.0,-0.003110801078410998,0.0001696800588224804,0.0035255745555325215,2
84,2019-02-28 14:00:00,264.35,264.43,263.3101,263.494,158488.0,-0.0032381312653678627,0.0003026290902212373,0.003933799886514263,2
85,2019-02-28 15:00:00,263.405,263.533,261.76,262.51,604199.0,-0.0033978094569198833,0.0004859436988669264,0.00624513581746733,2
86,2019-02-28 16:00:00,262.5,262.7,262.5,262.52,312070.0,7.619047619040689e-05,0.0007619047619047186,0.0,2
87,2019-02-28 17:00:00,262.5,262.5,262.5,262.5,4422.0,0.0,0.0,0.0,2
88,2019-03-01 08:00:00,265.45,265.48,265.45,265.48,405.0,0.00011301563382945775,0.00011301563382945775,0.0,3
89,2019-03-01 09:00:00,265.0,266.24,263.495,263.95,228021.0,-0.003962264150943439,0.004679245283018902,0.005679245283018851,3
90,2019-03-01 10:00:00,263.95,264.19,262.17,262.54,246005.0,-0.005341920818336686,0.00090926311801481,0.006743701458609482,3
91,2019-03-01 11:00:00,262.54,262.62,261.5,262.2066,262698.0,-0.0012699017292604558,0.0003047154719280265,0.00396130113506521,3
92,2019-03-01 12:00:00,262.24,264.17,262.16,264.1,176538.0,0.007092739475289863,0.007359670530811496,0.00030506406345326447,3
93,2019-03-01 13:00:00,264.1,264.49,263.84,264.16,143213.0,0.00022718667171526795,0.0014767133661491342,0.0009844755774329713,3
94,2019-03-01 14:00:00,264.18,265.56,263.98,264.495,209830.0,0.0011923688394276544,0.00522371110606403,0.0007570595805889493,3
