ticker,1_day_pnl,1_day_open_avg,1_day_mean,1_day_std,1_day_var
btcusd,-0.797553611986076,36025.72099206348,-0.0031648952856590316,0.02275743614736014,0.000517900900001174
ethusd,0.7071621897873417,2054.795793650794,0.0028061991658227844,0.02381008231651987,0.0005669200199194522
xrpusd,-0.49448572331574486,0.5747061507936507,-0.0019622449337926384,0.053689945937726365,0.00288261029479598
bchusd,-0.8655868347086273,240.05285714285714,-0.003434868391700902,0.05312779232426732,0.0028225623172504774
ltcusd,0.04626603148113395,73.4471507936508,0.00018359536302037282,0.03344555687431607,0.001118605274633111
eosusd,0.009942128892021618,0.6990118253968255,3.945289242865721e-05,0.03282423096829997,0.001077430138660303
dashusd,-0.11219391924941169,29.842908730158733,-0.0004452139652754432,0.03206674056134078,0.0010282758502283382
linkusd,-1.3475841308063945,11.504416269841265,-0.00534755607462855,0.04315623365506233,0.0018624605032903348
zrxusd,0.8981093151865392,0.28132977777777757,0.0035639258539148385,0.05573720798205444,0.0031066363536347936
etcusd,0.7585328182939628,19.80273412698412,0.0030100508662458843,0.03561121498498835,0.001268158632707059
xtzusd,0.593389210058995,0.8558641666666673,0.0023547190875356947,0.033267135354550934,0.0011067022946980125
oxtusd,-0.0769018573257953,0.07713126984126986,-0.0003051661004991877,0.05221193035038009,0.0027260856709129416
repusd,-2.564019453853378,2.6070555555555543,-0.01017468037243404,0.052246113554334235,0.0027296563815323873
atomusd,-0.3726209636198733,8.90363412698413,-0.0014786546175391798,0.033025035325367276,0.0010906529582417565
algousd,0.11327232293741993,0.14006932539682537,0.0004494933449897616,0.03871027024766532,0.0014984850226472824
dntusd,-0.27750499591124866,0.026772619047619052,-0.0011012103012351137,0.03841219366922916,0.001475496622482369
batusd,0.5337200029968155,0.21249019841269853,0.002117936519828633,0.03228307415270314,0.0010421968767489293
cvcusd,-0.6760188084718333,0.09366547619047609,-0.0026826143193326717,0.04802253115655059,0.0023061634986818722
manausd,0.5613635906073614,0.4050459126984126,0.002227633296060958,0.03612572497810026,0.001305068005193337
kncusd,0.5228679809407156,0.6604522222222223,0.002074872940240935,0.03720868582977003,0.0013844863011785288
loomusd,-0.6697056585449535,0.05174556213017751,-0.003962755376005642,0.05733496683972259,0.003287298422512089
gntusd,-0.18268105069848548,0.2358549603174603,-0.0007249248043590693,0.03852193383241601,0.0014839393861890372
nuusd,-0.5939899994467095,0.15007420634920646,-0.0023571031724075775,0.07904118229399479,0.0062475084984325155
mkrusd,1.19137937086593,1452.098055555556,0.004727695916134643,0.03557331371203175,0.001265460648454626
nmrusd,-1.253502721377229,16.484960317460313,-0.0049742171483223374,0.06532135987550378,0.004266880055985075
omgusd,-0.8632998871518869,0.6211740317460318,-0.003425793202983678,0.04384594897546679,0.0019224672415592374
rlcusd,-1.107979779279599,1.5473388888888882,-0.004396745155871424,0.049916946106122045,0.0024917015085614926
snxusd,0.8508103096286829,2.876369444444445,0.0033762313874154083,0.044213988076659105,0.0019548767416429536
compusd,-0.943998559425182,53.239690476190454,-0.0037460260294650076,0.049912380967534975,0.0024912457738483474
umausd,1.3862135393101418,2.1835793650793645,0.005500847378214848,0.0794430092568234,0.006311191719779729
yfiusd,-0.5630045314116328,6981.239801587297,-0.0022341449659191775,0.04214439020415874,0.0017761496256803913
renusd,-0.6099196339411438,0.057690476190476216,-0.0024203160077029516,0.059223582040833514,0.003507432669747338
balusd,0.21212246366405219,3.910630555555557,0.0008417558081906832,0.03107351862816851,0.0009655635599351355
wbtcusd,0.7897585993902273,36008.29071428572,0.0031339626959929656,0.022553512115377088,0.0005086609087384611
aaveusd,-0.6532974677642243,81.6026468253968,-0.0025924502689056517,0.03753729870644306,0.0014090487941767317
filusd,1.007632893698426,4.644019047619047,0.003998543228962008,0.043206664052054984,0.0018668158185071405
adausd,-1.0446895121723638,0.39313345238095204,-0.004145593302271285,0.0381088289210999,0.00145228284173766
grtusd,-1.1589947929874032,0.13630887301587302,-0.004599185686457949,0.04778313926199786,0.0022832283977314814
solusd,-2.330372019948469,54.08356746031747,-0.009247508015668529,0.0487296919266262,0.0023745828752638983
lrcusd,0.5100200222893625,0.22420186507936518,0.00202388897733874,0.03361792009846077,0.0011301645517464924
cgldusd,0.9568404244677864,0.5725317460317457,0.0037969858113801047,0.042555304859179764,0.0018109539716577288
ctsiusd,-1.1947832626511792,0.1784825396825396,-0.004741203423218965,0.051608093104191,0.0026633952738508463
sklusd,0.8695541627680573,0.04424880952380952,0.0034506117570161005,0.05969759776286704,0.0035638031786570674
sushiusd,-1.2476610336451526,0.9093058730158734,-0.004951035847798224,0.05582472600925216,0.003116400034008074
ankrusd,0.8769174627523452,0.02431571428571429,0.003479831201398195,0.0334613754371032,0.0011196636461427737
1inchusd,-0.7228645599467182,0.3450463492063493,-0.002868510158518723,0.04095200347409065,0.0016770665885419325
enjusd,0.7117971402661334,0.2986230158730157,0.0028245918264529104,0.039892915496368454,0.0015914447068003945
nknusd,-0.4369824508556975,0.10227460317460321,-0.001734057344665466,0.0340622332269867,0.0011602357324096368
ognusd,-0.5129217649705341,0.12346736507936507,-0.0020354038292481513,0.06533852721785878,0.004269123138998873
chzusd,0.7323052323807273,0.08016746825396824,0.0029059731443679656,0.038420017389056524,0.0014760977361754056
