ticker,1_day_pnl,1_day_open_avg,1_day_mean,1_day_std,1_day_var
rlyusd,0.18967132269294235,0.006910589285714283,0.0007526639789402474,0.045879284272025804,0.0021049087253133545
trbusd,-3.2911574543749555,74.3111111111111,-0.013060148628472046,0.09265716243763034,0.008585349750993414
bondusd,1.0705574073643846,3.294781746031747,0.0042482436800174,0.10386243917012179,0.01078740627036725
keepusd,-0.514703122378757,0.11485567460317456,-0.0020424727078522105,0.046405422697564994,0.0021534632557396803
mlnusd,0.28306438134374473,16.91611904761904,0.0011232713545386696,0.04082038692652477,0.0016663039888311943
truusd,-1.5937350865757312,0.04443269841269844,-0.006324345581649727,0.04232293393821688,0.0017912307371386702
forthusd,-0.7049417624099623,3.117410317460318,-0.002797387946071279,0.04285865412237161,0.001836864233181081
ghstusd,-0.28083620820578825,0.8979571428571429,-0.0011144293976420169,0.025986878131862196,0.0006753178350402577
maskusd,0.4867835140187031,3.326313492063492,0.0019316806111853298,0.04594029961412462,0.002110511128635539
audiousd,-0.13033880697078407,0.15736960784313725,-0.0012778314408900399,0.026446038778735387,0.0006993929670863758
gtcusd,0.8088452486363744,1.0987499999999994,0.00320970336760466,0.04258377800418531,0.0018133781491097365
mirusd,2.5238040268473867,0.020325396825396757,0.010015095344632487,0.09590370555910742,0.009197520739967971
axsusd,-0.6710683257117083,6.317775396825393,-0.0026629695464750326,0.03818937650698919,0.0014584284779925777
lptusd,1.7468254509808874,6.949880952380954,0.006931847027701934,0.08063843006347113,0.006502556403101324
flowusd,-0.0779343280680328,0.6572,-0.00033884490464362085,0.03828828308461672,0.0014659926215677469
farmusd,0.73036943916275,31.525714285714297,0.0028982914252490078,0.04139097443658455,0.0017132127648099957
