ticker,5_minute_pnl,5_minute_open_avg,5_minute_mean,5_minute_std,5_minute_var
btcusd,-0.10465928215292625,65943.64857142857,-0.0004153146117179613,0.004389800723931511,1.9270350395829617e-05
ethusd,-0.01632273421959473,3661.8275396825356,-6.477275483966162e-05,0.0047756851436785205,2.2807168591551727e-05
xrpusd,-0.0879456322541884,0.6286682936507935,-0.0003489906041832873,0.00561375555747631,3.151425145909615e-05
bchusd,0.11931753547524382,431.03448412698395,0.00047348228363191993,0.006903765543066717,4.766197867363527e-05
ltcusd,-0.08609834208173062,87.09213642857146,-0.00034166008762591513,0.005878537913740296,3.455720800328211e-05
eosusd,0.11850089402713346,1.0882396825396827,0.0004702416429648153,0.006803218324190115,4.6283779566596156e-05
dashusd,0.12508477025498124,38.71304761904762,0.0004963681359324652,0.006517520621465296,4.247807505122537e-05
linkusd,0.06027126874838481,20.073420952380943,0.0002391717013824794,0.005941358116689518,3.529973627075242e-05
zrxusd,-0.1030681777114429,0.42837525396825377,-0.0004090007052041385,0.007720399838736033,5.960457366995537e-05
etcusd,0.03050862537236207,36.53284920634919,0.00012106597369984948,0.008332493874703712,6.943045417197487e-05
xtzusd,-0.028529262191103875,1.4067575396825405,-0.00011321135790120586,0.006247985166629059,3.9037318642416746e-05
oxtusd,0.034278878365617646,0.14391444444444434,0.00013602729510165732,0.006463727640233598,4.1779775007119794e-05
repusd,-0.23495531737166112,1.585055555555556,-0.0009323623705224648,0.013368018678674843,0.00017870392339339948
atomusd,0.0028806819355971444,12.444889682539692,1.143127752221089e-05,0.006225260359619262,3.875386654504695e-05
algousd,0.010257593202289502,0.2450337301587304,4.0704734929720246e-05,0.00735110568720228,5.40387548244177e-05
dntusd,-0.07959995691888197,0.0368019841269841,-0.0003158728449161983,0.005815176074530784,3.381627277779526e-05
batusd,-0.003693968222920785,0.3184763095238095,-1.4658604059209463e-05,0.006935150907601472,4.809631811120551e-05
cvcusd,-0.004736894371793331,0.13306944444444435,-1.8797199888068774e-05,0.007614424823648207,5.797946539499003e-05
manausd,0.04635258210151511,0.6613640079365075,0.0001839388178631552,0.007559150291766192,5.71407531335089e-05
kncusd,-0.13855245662132595,0.7938063095238095,-0.0005498113357989125,0.006390555536808662,4.083920006903584e-05
loomusd,-0.010059233265047807,0.06565396825396835,-3.9917592321618285e-05,0.0016817040041922852,2.8281283577163653e-06
gntusd,-0.05300799965859189,0.20783515873015873,-0.00021034920499441226,0.0021010799139425233,4.41453680477272e-06
nuusd,-0.06987517883348171,0.16285238095238097,-0.00027728245568841946,0.004858456749812408,2.3604601989797745e-05
mkrusd,0.05002924188995296,2099.0075396825373,0.0001985287376585435,0.004999965374677646,2.499965374797537e-05
nmrusd,-0.08954258640440335,34.9722619047619,-0.0003553277238269974,0.006767586968256017,4.580023337290867e-05
omgusd,0.004270319271158118,1.147710087301587,1.6945711393484598e-05,0.006940720366203799,4.81735992018362e-05
rlcusd,0.09304693264843494,3.585120634920636,0.00036923385971601166,0.006595938514296172,4.350640488437559e-05
snxusd,0.08781356334844939,4.342503968253971,0.00034846652122400555,0.006575826337761054,4.324149202439196e-05
compusd,0.10563164061184073,89.21000000000002,0.000419173177031114,0.00800665421820084,6.41065117698333e-05
umausd,-0.10292467747270409,4.245940476190477,-0.0004084312598123178,0.007150354309848235,5.1127566756365235e-05
yfiusd,-0.048986772171611785,10009.940158730156,-0.00019439195306195152,0.009863640046707783,9.729139497101752e-05
renusd,0.08719676519895982,0.08951547619047616,0.0003460189095196818,0.0071658179848628255,5.1348947392183526e-05
balusd,0.05417691209647399,5.324880952380949,0.00021498774641457932,0.006731311978709771,4.531056095472164e-05
wbtcusd,-0.01298423606369311,66015.40297619044,-5.1524746284496463e-05,0.005574245588116395,3.10722138766351e-05
aaveusd,0.062693211057714,113.13444444444443,0.00024878258356235715,0.006219252104733021,3.867909674222611e-05
filusd,-0.11208890790584672,9.748091269841275,-0.0004447972535946298,0.007465289951626937,5.573055406186211e-05
adausd,0.22941241392065398,0.7411519563492065,0.000910366721907357,0.007191269093776088,5.1714351179099154e-05
grtusd,-0.09890449333817514,0.2961822619047619,-0.00039247814816736166,0.006666062422179467,4.443638821639319e-05
solusd,0.023075158857783898,130.05603492063491,9.156809070549166e-05,0.007891981263534036,6.228336826397227e-05
lrcusd,0.3046118404735201,0.34704845238095255,0.0012087771447361908,0.010149515987782758,0.00010301267478625782
cgldusd,0.09492137105511195,1.047416666666666,0.00037667210736155534,0.006843467557169791,4.683304820603547e-05
ctsiusd,-0.1679211337382649,0.38296547619047616,-0.000666353705310575,0.0062708896300285154,3.9324056751999176e-05
sklusd,-0.011758723183790204,0.10795166666666663,-4.666159993567541e-05,0.006743746670330781,4.5478119153597485e-05
sushiusd,-0.09009836652091514,1.7481400793650803,-0.000357533200479822,0.008621590328399244,7.433181979074737e-05
ankrusd,0.0610726474075187,0.03927488095238094,0.00024235177542666152,0.007420338093562613,5.5061417422776425e-05
1inchusd,-0.025326896688331633,0.5789801587301577,-0.00010050355828703029,0.007025824925835928,4.936221588849743e-05
