ticker,5_minute_pnl,5_minute_open_avg,5_minute_mean,5_minute_std,5_minute_var
enjusd,0.11134160281370069,0.5447471428571429,0.00044183175719722496,0.007828821750762556,6.12904500052129e-05
nknusd,0.11838571311115445,0.14774761904761907,0.00046978457583791446,0.006351669344040731,4.034370345602681e-05
ognusd,0.03348249146786768,0.20781253968253968,0.00013286702963439555,0.009060632982998458,8.209507005259954e-05
chzusd,-0.1198500834298295,0.14807674603174603,-0.0004755955691659901,0.0070335428548067265,4.947072509040275e-05
rlyusd,0.26157463616575416,0.01137562023809524,0.001037994587959342,0.020765524295981434,0.0004312069992869952
trbusd,-0.19690306604722108,112.88813492063485,-0.0007813613732032583,0.011236029685880146,0.00012624836310197988
bondusd,0.287069578013863,4.064567460317463,0.0011391649921185041,0.006865784418832555,4.713899568588389e-05
keepusd,0.2125085820173756,0.16058956349206355,0.0008432880238784746,0.008573244595589244,7.350052289580018e-05
mlnusd,0.05373031128548903,22.263964285714287,0.00021321552097416281,0.006996732200624552,4.895426148725648e-05
truusd,0.19044353343635625,0.0759171825396825,0.000755728307287128,0.007670761544576944,5.884058267376046e-05
forthusd,0.07625031861848244,4.426904761904765,0.0003025806294384224,0.004786578386074973,2.2911332646040092e-05
ghstusd,0.013183965685379818,1.063028174603174,5.231732414833261e-05,0.0037368657507248493,1.3964165638940391e-05
maskusd,0.06927792338770015,4.667492063492062,0.00027491239439563555,0.006924602288907783,4.7950116859546914e-05
audiousd,-0.019676385691991385,0.16704246031746042,-7.808089560314042e-05,0.002174841767508889,4.729936713701189e-06
gtcusd,1.467225611712126,2.1079761904761924,0.0058223238560005,0.009879902904794445,9.76124814081657e-05
mirusd,0.5771924638478803,0.11989285714285713,0.002290446285110636,0.04678938977426397,0.002189246995447998
axsusd,-0.0914784976492358,10.402209325396822,-0.00036300991130649123,0.0073515768033002105,5.404568149482174e-05
lptusd,0.0750674928233731,14.051904761904764,0.0002978868762832266,0.007622705958483794,5.810564612950433e-05
flowusd,0.11966169621609886,1.1962896825396827,0.00047484800085753517,0.006770067816747329,4.583381824335795e-05
farmusd,-0.0692131192373949,49.73099206349207,-0.0002746552350690274,0.004675807709756474,2.186317773861808e-05
