ticker,4_hour_pnl,4_hour_open_avg,4_hour_mean,4_hour_std,4_hour_var
btcusd,-0.4821201906380703,49638.176031746014,-0.0019131753596748821,0.01102049068881159,0.00012145121502218297
ethusd,-0.4858208066283499,2726.5487698412694,-0.0019278603437632934,0.012283440016667539,0.0001508828986430694
xrpusd,-0.16706811551846623,0.5443122619047619,-0.000662968712374866,0.013742532785128528,0.00018885720735033244
bchusd,-0.6459198265302815,276.31992063492055,-0.0025631739148027043,0.0268054473080114,0.0007185320053825757
ltcusd,-0.25458255550217423,71.76780555555553,-0.001010248236119739,0.014635024152416043,0.00021418393194180094
eosusd,-0.445372941962522,0.7791963095238096,-0.0017673529442957222,0.01622221571758791,0.0002631602827879562
dashusd,-0.2925955760619637,29.5078849206349,-0.0011610935558014433,0.017272283313178458,0.000298331770850703
linkusd,-0.32656624806019363,18.27583420634921,-0.0012958978097626732,0.017808626676361055,0.0003171471840979986
zrxusd,0.2602380973911034,0.3482311388888889,0.0010326908626631087,0.022063518623009187,0.00048679885402787325
etcusd,0.42519953466838856,26.59113492063491,0.0016872997407475737,0.018597385217761636,0.000345862736937819
xtzusd,0.09209806060758757,1.079293968253968,0.00036546849447455384,0.015675385143047144,0.00024571769938286315
oxtusd,-0.04362164917252437,0.11162797619047617,-0.00017310178243065225,0.02060881866705778,0.00042472340685166933
repusd,0.3349845967837264,1.208325396825397,0.0013293039554909778,0.02479279564846869,0.000614682716066728
atomusd,0.28501543319028166,10.152121825396833,0.001131013623770959,0.014252401361813521,0.00020313094457822392
algousd,0.3844856950832358,0.18640210317460323,0.001525736885250936,0.018213580763244752,0.00033173452421923923
dntusd,0.8040587896066504,0.029586904761904786,0.0031907094825660734,0.026840675395409314,0.0007204218556817309
batusd,0.028008072524294256,0.24605626984126983,0.00011114314493767562,0.01701670960554832,0.0002895684057995605
cvcusd,-0.32267006300181317,0.10336904761904758,-0.001280436757943703,0.018015052923413783,0.00032454213183339954
manausd,-0.3283291074478883,0.4964975396825396,-0.0013028932835233663,0.016984157796210715,0.0002884616160465853
kncusd,-0.12650289962645467,0.6428574603174603,-0.0005019956334383122,0.015875838905537964,0.00025204226095459285
loomusd,-0.7021730453989172,0.06331746031746033,-0.002786400973805227,0.03737863398625208,0.0013971622786781992
gntusd,1.1537436550135716,0.2253806349206349,0.004578347837355443,0.015301871464321165,0.00023414727031060634
nuusd,-0.7047079756952325,0.12684285714285712,-0.002796460221012827,0.048891770287477945,0.0023904052018435115
mkrusd,0.03947537332318729,2047.2175793650804,0.0001566483068380448,0.012672721714179814,0.00016059787564504455
nmrusd,-0.7156754452159197,27.34380952380953,-0.002839981925459999,0.02851979634979677,0.0008133787838338813
omgusd,0.5187869358091509,0.7284540912698412,0.00205867831670298,0.024270441205927158,0.0005890543163303668
rlcusd,-0.40319371855485003,2.906107539682539,-0.0015999750736303572,0.030162697564264256,0.0009097883243532729
snxusd,0.2807421533141299,3.5975876984126995,0.0011140561639449598,0.019570688448234622,0.0003830118463378641
compusd,-0.5163668358166698,63.20713095238096,-0.002049074745304245,0.023053035783170493,0.0005314424588201391
umausd,0.3074771349737792,4.3777380952380955,0.0012201473610070604,0.025452591466925856,0.0006478344123822269
yfiusd,-0.34411189335634734,7752.301626984125,-0.0013655233863347116,0.021422114100362558,0.00045890697252895236
renusd,-0.18587008018005097,0.06547023809523811,-0.0007375796832541705,0.020005571528819988,0.0004002228921947329
balusd,-0.3203219581373547,4.1173460317460355,-0.0012711188814974394,0.015693505780787487,0.0002462861236916103
wbtcusd,0.4470353418592838,49592.346150793644,0.0017739497692828721,0.01229856147699005,0.00015125461440330365
