ticker,15_minute_pnl,15_minute_open_avg,15_minute_mean,15_minute_std,15_minute_var
forthusd,0.16591876333534697,4.547086111111108,0.0006584077910132816,0.006600908246199151,4.357198967473996e-05
ghstusd,0.13030108911604088,1.091934126984127,0.0005170678139525431,0.006011764396881142,3.614131116360768e-05
maskusd,0.06432637324600188,4.7380674603174615,0.00025526338589683287,0.00937742082500623,8.79360213292605e-05
audiousd,-0.10224927343382781,0.16889960317460306,-0.00040575108505487226,0.004075508615961898,1.6609770478779664e-05
gtcusd,0.04217276486020365,2.0025753968253976,0.00016735224150874465,0.01386210690513493,0.00019215800784938949
mirusd,0.3141589931533014,0.07059126984126982,0.0012466626712432597,0.0566073809027889,0.0032043955726734296
axsusd,-0.060469378536793336,10.461642857142857,-0.0002399578513364815,0.009629489472343997,9.272706749798387e-05
lptusd,-0.08820675453046706,14.072896825396818,-0.0003500268036923296,0.010064629003862641,0.00010129675698539311
flowusd,0.0013423191838743548,1.2138452380952385,5.3266634280728364e-06,0.00966079367972967,9.333093452230472e-05
farmusd,-0.17303248713321107,50.24126984126984,-0.0006866368537032185,0.005552905035514816,3.08347543334458e-05
