ticker,15_minute_pnl,15_minute_open_avg,15_minute_mean,15_minute_std,15_minute_var
btcusd,0.018124000740729874,65015.6876984127,7.192063786003919e-05,0.0052109392415045,2.7153887778651495e-05
ethusd,0.06801684598876549,3558.0087698412694,0.0002699081190030377,0.005546076533992829,3.0758964920905906e-05
xrpusd,-0.05779157239637506,0.6353565476190479,-0.0002293316364935518,0.006788978432869571,4.6090228161968174e-05
bchusd,0.15788191952833203,452.6187301587301,0.0006265155536838572,0.009997227555220811,9.994455879086627e-05
ltcusd,-0.07198920444698265,89.28675515873019,-0.0002856714462181851,0.0073309097105742045,5.374223718459117e-05
eosusd,0.016574309572707863,1.0884349206349202,6.577106973296771e-05,0.00879625503644889,7.737410266625246e-05
dashusd,-0.05782686915117099,38.61197619047618,-0.00022947170298083725,0.00883138838595237,7.799342082353441e-05
linkusd,-0.05844880790615453,20.328526984126984,-0.00023193971391331162,0.007568258787905825,5.727854108071375e-05
zrxusd,-0.05446795701297548,0.42796859126984105,-0.0002161426865594265,0.010282270320799732,0.00010572508294999902
etcusd,0.04180679433987573,34.90143650793649,0.0001658999775391894,0.009748760453757886,9.503833038475365e-05
xtzusd,-0.04252179323284349,1.4070515873015872,-0.0001687372747335059,0.007885975587874442,6.218861097255165e-05
oxtusd,-0.09279901557390588,0.14541063492063497,-0.0003682500618012138,0.008757476075796062,7.66933872181404e-05
repusd,0.051123681812891314,1.5332301587301596,0.0002028717532257592,0.01749475577582736,0.0003060664796558448
atomusd,0.03327400789047806,12.340879761904757,0.00013203971385110342,0.00808667700210492,6.539434493637263e-05
algousd,0.09465770301552726,0.2474658730158731,0.00037562580561717164,0.009666823133474542,9.344746949387858e-05
dntusd,0.04410050149945144,0.037710317460317444,0.00017500199007718824,0.009869443727996044,9.740591950008044e-05
batusd,-0.02136536473789458,0.32108623015873,-8.478319340434357e-05,0.008823969753800412,7.786244221598449e-05
cvcusd,0.010385519387321074,0.1338821428571429,4.121237852111537e-05,0.010357977826452893,0.00010728770465328981
manausd,-0.0651143532432264,0.661596626984127,-0.0002583902906477238,0.009726563226218912,9.460603219363404e-05
kncusd,-0.18115042771374817,0.7953954365079361,-0.0007188509036259848,0.008977676960882561,8.059868361396156e-05
loomusd,-0.147930320362455,0.0657238095238096,-0.0005870250808033928,0.003746019083218796,1.4032658971839392e-05
gntusd,0.3608298950553673,0.20782940476190476,0.0014318646629181242,0.005435693635752768,2.9546765301763152e-05
nuusd,-0.24097590170113362,0.16912539682539685,-0.0009562535781791016,0.006132178694538691,3.760361554175424e-05
mkrusd,0.05860208958979343,2094.353492063492,0.00023254797456267234,0.006492782096351569,4.2156219350703475e-05
nmrusd,0.06751277223501248,34.7875793650794,0.0002679078263294146,0.009102541770348745,8.285626668094368e-05
omgusd,-0.21314668354222477,1.1589166309523808,-0.0008458201727866063,0.010212435982957676,0.00010429384870600872
rlcusd,-0.19085210285187634,3.724472222222219,-0.0007573496144915728,0.008069909603786602,6.512344101328724e-05
snxusd,-0.09796406007576812,4.415190873015873,-0.00038874627014193696,0.00919689193691043,8.458282129920807e-05
compusd,0.07881799609606492,89.86618650793655,0.0003127698257780354,0.009345118375898895,8.73312374595632e-05
umausd,-0.0011836242839505795,4.29836904761905,-4.6969217617086484e-06,0.011227228702751443,0.00012605066434388584
yfiusd,-0.14036035815450174,9584.490634920632,-0.0005569855482321497,0.010124013535989075,0.00010249565007689002
renusd,0.16874248134722444,0.09040992063492062,0.0006696130212191446,0.00951552963837203,9.054530429873655e-05
balusd,-0.025427822252842208,5.24487698412698,-0.00010090405655889766,0.009324988036030123,8.695540187210493e-05
wbtcusd,0.0675718595995842,64969.90206349208,0.00026814229999835,0.0068327297132668285,4.668619533455939e-05
aaveusd,-0.056607595063274896,113.07035714285716,-0.00022463331374315436,0.008293489065545258,6.878196088031876e-05
filusd,-0.08402778546752362,10.048279761904766,-0.00033344359312509374,0.010810383080037168,0.00011686438233715386
adausd,0.2898209633560743,0.7510375555555552,0.0011500831879209298,0.00951431935679847,9.052227282315004e-05
grtusd,-0.2715187453649591,0.3099572222222221,-0.0010774553387498378,0.008496186388031323,7.218518314016875e-05
solusd,-0.0009768951407062576,130.34714285714276,-3.876568018675626e-06,0.008908259851539736,7.935709358255476e-05
lrcusd,0.4352632404939793,0.3374627777777778,0.0017272350813253147,0.013311426332311726,0.000177194071000562
cgldusd,-0.15561032835220845,1.0932500000000003,-0.0006175013029849542,0.00909060515942317,8.263910216453118e-05
ctsiusd,-0.07525859513331912,0.3996789682539682,-0.0002986452187830124,0.008206964954679586,6.73542737673389e-05
sklusd,0.07379574405890668,0.11086238095238089,0.0002928402542020106,0.009097568983825865,8.276576141547037e-05
sushiusd,0.016377116962420182,1.732659126984127,6.498855937468326e-05,0.01143248296470659,0.00013070166673830638
ankrusd,0.06719882282986837,0.04049789682539679,0.00026666199535662054,0.01022558731439068,0.00010456263592422759
1inchusd,0.019572567780638248,0.5784940873015869,7.76689197644375e-05,0.009478249481350806,8.983721323072683e-05
enjusd,0.1026092972755219,0.5451572619047622,0.00040717975109334087,0.01138155118475595,0.0001295397073712196
nknusd,0.06895523724687343,0.1514448412698413,0.0002736318938367993,0.008524663671649918,7.266989071474785e-05
ognusd,-0.02200999929739047,0.21425591269841282,-8.734126705313678e-05,0.010202715444469367,0.00010409540244081376
chzusd,-0.28286993433879976,0.1511042063492062,-0.0011224997394396815,0.009283984506864199,8.619236832369448e-05
rlyusd,0.3138078126468964,0.010347553571428572,0.0012452690978051444,0.022441914091430756,0.0005036395080871583
trbusd,-0.23835620428427037,116.95265873015869,-0.0009458579535090094,0.010960935242435688,0.00012014210138886868
bondusd,0.3405182733916118,4.088373015873019,0.0013512629896492532,0.007901708062573336,6.243699030613646e-05
keepusd,0.42705679229168564,0.16115662698412703,0.0016946698106812923,0.010614928544507612,0.00011267670800500247
mlnusd,0.05031755220024534,21.88596825396825,0.00019967282619144978,0.009386130222293957,8.809944054986002e-05
truusd,0.11233271819830754,0.07603611111111111,0.00044576475475518866,0.009238211861089403,8.534455839037294e-05
