,date,open,high,low,close,volume,month
0,2019-02-19,197.89,198.31,197.35,197.635,60191.0,2
1,2019-02-19,197.72,198.31,197.41,197.75,170682.0,2
2,2019-02-19,197.81,198.24,197.42,197.8,112783.0,2
3,2019-02-19,197.8,197.95,197.53,197.79,79929.0,2
4,2019-02-19,197.79,197.8,197.42,197.635,59636.0,2
5,2019-02-19,197.66,198.08,197.66,198.04,57229.0,2
6,2019-02-19,198.0439,198.2717,197.435,197.71,334566.0,2
7,2019-02-19,197.65,197.65,197.65,197.65,4796.0,2
8,2019-02-20,198.14,198.46,197.3904,197.9,44521.0,2
9,2019-02-20,197.7,197.99,197.5,197.5,76665.0,2
10,2019-02-20,197.49,197.78,197.31,197.465,120116.0,2
11,2019-02-20,197.435,197.65,197.16,197.555,144997.0,2
12,2019-02-20,197.55,197.68,197.39,197.64,141772.0,2
13,2019-02-20,197.65,197.89,197.12,197.73,231994.0,2
14,2019-02-20,197.7,198.205,197.57,198.07,302032.0,2
15,2019-02-20,198.02,198.02,198.02,198.02,49701.0,2
16,2019-02-21,197.52,198.23,197.0,198.17,81266.0,2
17,2019-02-21,198.16,198.26,197.52,198.12,113175.0,2
18,2019-02-21,198.085,198.54,197.93,198.3,104030.0,2
19,2019-02-21,198.34,198.48,198.06,198.07,86557.0,2
20,2019-02-21,198.08,198.16,197.72,197.9,71939.0,2
21,2019-02-21,197.9,198.01,197.26,197.49,156470.0,2
22,2019-02-21,197.52,198.24,197.24,198.15,304907.0,2
23,2019-02-21,198.15,198.15,198.15,198.15,13510.0,2
24,2019-02-22,198.89,199.89,198.89,199.7,66539.0,2
25,2019-02-22,199.75,200.25,199.4773,199.98,111415.0,2
26,2019-02-22,200.0,200.2,199.82,200.08,115460.0,2
27,2019-02-22,200.08,200.36,199.91,200.3,90295.0,2
28,2019-02-22,200.29,200.88,200.29,200.84,79047.0,2
29,2019-02-22,200.79,201.7,200.755,201.13,118835.0,2
30,2019-02-22,201.12,202.0,201.11,201.89,237769.0,2
31,2019-02-22,201.88,201.88,201.88,201.88,29591.0,2
32,2019-02-25,202.0,202.0,202.0,202.0,130.0,2
33,2019-02-25,202.97,203.85,202.28,203.63,123819.0,2
34,2019-02-25,203.59,204.27,202.89,203.275,222440.0,2
35,2019-02-25,203.28,203.5,202.73,203.01,149114.0,2
36,2019-02-25,203.02,203.07,202.07,202.21,109770.0,2
37,2019-02-25,202.15,202.33,201.82,202.07,55849.0,2
38,2019-02-25,202.045,202.35,201.91,201.95,100833.0,2
39,2019-02-25,201.97,202.1,201.54,201.92,231814.0,2
40,2019-02-25,201.88,201.94,201.88,201.94,30447.0,2
41,2019-02-26,201.5,201.96,201.02,201.63,48970.0,2
42,2019-02-26,201.66,202.62,201.39,201.4,151991.0,2
43,2019-02-26,201.39,202.56,201.375,202.24,93648.0,2
44,2019-02-26,202.21,202.35,201.46,201.48,73106.0,2
45,2019-02-26,201.53,201.755,201.25,201.345,99651.0,2
46,2019-02-26,201.33,202.01,201.22,201.88,133297.0,2
47,2019-02-26,201.86,202.19,201.425,201.48,250615.0,2
48,2019-02-26,201.48,201.48,201.48,201.48,17283.0,2
49,2019-02-27,201.12,201.9625,200.56,201.2319,69715.0,2
50,2019-02-27,201.18,201.4,200.24,200.33,101068.0,2
51,2019-02-27,200.29,201.1236,200.25,201.005,136476.0,2
52,2019-02-27,200.995,201.23,200.87,201.0,107538.0,2
53,2019-02-27,201.01,201.35,201.01,201.17,109472.0,2
54,2019-02-27,201.15,201.96,200.985,201.88,159440.0,2
55,2019-02-27,201.87,202.29,201.57,201.72,243572.0,2
56,2019-02-27,201.72,201.72,201.72,201.72,15620.0,2
57,2019-02-28,201.9,202.98,201.78,202.5,46923.0,2
58,2019-02-28,202.5,202.54,201.49,201.71,111292.0,2
59,2019-02-28,201.67,202.11,201.3,201.72,137902.0,2
60,2019-02-28,201.725,202.2601,201.69,201.93,83559.0,2
61,2019-02-28,201.95,201.95,201.21,201.47,149894.0,2
62,2019-02-28,201.48,201.5495,200.84,200.84,141556.0,2
63,2019-02-28,200.9,201.15,200.21,200.38,354078.0,2
64,2019-02-28,200.37,200.99,200.37,200.99,29521.0,2
65,2019-03-01,202.13,203.49,201.375,203.12,59759.0,3
66,2019-03-01,203.05,203.16,202.11,202.17,124170.0,3
67,2019-03-01,202.19,202.46,201.67,202.13,83826.0,3
68,2019-03-01,202.21,202.83,202.18,202.595,89632.0,3
69,2019-03-01,202.61,202.65,202.27,202.3175,64644.0,3
70,2019-03-01,202.32,202.4,201.88,202.33,94295.0,3
71,2019-03-01,202.3,202.3,201.44,201.88,346200.0,3
72,2019-03-01,201.84,201.84,201.84,201.84,15045.0,3
73,2019-03-04,202.98,203.35,201.85,202.9018,91636.0,3
74,2019-03-04,202.905,203.49,202.47,202.62,139754.0,3
75,2019-03-04,202.64,202.66,199.535,199.85,141312.0,3
76,2019-03-04,199.89,200.11,198.53,198.8,120154.0,3
77,2019-03-04,198.7101,199.83,198.38,199.78,73103.0,3
78,2019-03-04,199.785,199.89,199.0676,199.3224,88254.0,3
79,2019-03-04,199.27,199.9,199.01,199.89,245592.0,3
80,2019-03-04,199.89,199.89,199.89,199.89,12676.0,3
81,2019-03-05,200.39,200.925,199.56,200.25,76708.0,3
82,2019-03-05,200.24,200.56,198.85,199.25,113148.0,3
83,2019-03-05,199.29,199.53,198.89,199.04,99181.0,3
84,2019-03-05,199.01,199.19,198.54,199.175,75321.0,3
85,2019-03-05,199.2,199.35,198.83,199.015,67221.0,3
86,2019-03-05,198.95,199.08,198.51,198.66,81696.0,3
87,2019-03-05,198.64,198.64,197.89,197.94,303522.0,3
88,2019-03-05,197.96,197.96,197.96,197.96,20914.0,3
89,2019-03-06,198.02,198.7,197.75,197.84,67431.0,3
90,2019-03-06,197.895,197.895,196.6,197.025,131674.0,3
91,2019-03-06,197.02,197.2028,196.109,196.285,86455.0,3
92,2019-03-06,196.3,196.83,196.18,196.24,61379.0,3
93,2019-03-06,196.245,197.115,196.23,197.07,63134.0,3
94,2019-03-06,197.15,197.57,197.05,197.38,96946.0,3
95,2019-03-06,197.36,197.55,197.06,197.32,296861.0,3
96,2019-03-06,197.32,197.32,197.32,197.32,14016.0,3
97,2019-03-07,196.55,196.92,195.42,195.91,95037.0,3
98,2019-03-07,195.905,196.21,194.95,196.19,156003.0,3
99,2019-03-07,196.2,196.56,195.54,196.2,110631.0,3
100,2019-03-07,196.18,196.54,195.95,196.39,105586.0,3
101,2019-03-07,196.36,196.47,196.08,196.47,117811.0,3
102,2019-03-07,196.48,196.49,195.82,195.96,199360.0,3
103,2019-03-07,195.99,196.58,195.82,196.47,215383.0,3
104,2019-03-07,196.48,196.48,196.48,196.48,14669.0,3
105,2019-03-08,196.48,196.48,196.48,196.48,5004.0,3
106,2019-03-08,195.04,195.87,194.99,195.59,53298.0,3
