,date,open,high,low,close,volume,frac,fracHigh,fracLow,index
39,2019-04-15,49.645,49.9625,49.5025,49.8075,70136984.0,0.0032732400040284882,0.006395407392486563,0.002870379695840576,40
40,2019-04-16,49.865,50.3425,49.64,49.8125,102785540.0,-0.0010528426752231422,0.009575854807981532,0.004512182893813325,41
41,2019-04-17,49.885,50.845,49.6525,50.7825,113627120.0,0.01799138017440114,0.01924426180214495,0.004660719655206868,42
42,2019-04-18,50.78,51.0375,50.63,50.965,96783064.0,0.0036431666010240697,0.0050708940527766895,0.0029539188656951274,43
43,2019-04-22,50.7075,51.235,50.585,51.1325,77758180.0,0.008381403145491241,0.01040280037469795,0.0024158162007593014,44
44,2019-04-23,51.1075,51.9375,50.975,51.87,93291964.0,0.014919532358264358,0.016240277845717327,0.002592574475370548,45
45,2019-04-24,51.84,52.12,51.7625,51.79,70162436.0,-0.0009645061728395883,0.005401234567901119,0.0014949845679012453,46
46,2019-04-25,51.7075,51.94,51.28,51.32,74172824.0,-0.007494077261519176,0.004496446356911369,0.008267659430450167,47
47,2019-04-26,51.225,51.25,50.53,51.075,74596408.0,-0.0029282576866764,0.00048804294777937685,0.013567593948267453,48
48,2019-04-29,51.1,51.4925,50.965,51.1525,88818864.0,0.0010273972602740115,0.007681017612524428,0.0026418786692758906,49
49,2019-04-30,50.765,50.85,49.7775,50.1675,186027504.0,-0.011769920220624518,0.0016743819560721138,0.01945237860730813,50
50,2019-05-01,52.47,53.8275,52.3075,52.63,259309312.0,0.003049361539927648,0.025871926815323076,0.003097007813988973,51
51,2019-05-02,52.46,53.1625,52.0325,52.2875,127985296.0,-0.003288219595882566,0.01339115516584065,0.008149065955013381,52
52,2019-05-03,52.7225,52.96,52.5575,52.9375,83569512.0,0.0040779553321637525,0.004504718099483224,0.0031295936270093255,53
53,2019-05-06,51.0725,52.21,50.875,52.12,129772452.0,0.02051005922952664,0.022272260022517067,0.003867051740173244,54
54,2019-05-07,51.47,51.8544,50.2063,50.715,155054792.0,-0.014668739071303585,0.00746842821060811,0.02455216631047212,55
55,2019-05-08,50.475,51.335,50.4375,50.725,105358016.0,0.004952947003467063,0.017038137691926684,0.0007429420505200876,56
56,2019-05-09,50.1,50.42,49.165,50.18,139634428.0,0.0015968063872255148,0.006387225548902201,0.01866267465069865,57
57,2019-05-10,49.3548,49.7125,48.1925,49.295,164834848.0,-0.0012116349372299278,0.007247522024200306,0.023549887751545845,58
58,2019-05-13,46.9275,47.37,45.7125,46.43,229722492.0,-0.010601459698471094,0.00942943902828822,0.02589100207767308,59
59,2019-05-14,46.6025,47.425,46.3525,47.165,146118708.0,0.012070167909446919,0.017649267743146783,0.005364519070865297,60
60,2019-05-15,46.5675,47.9375,46.505,47.73,106178872.0,0.024963762280560353,0.029419659633864764,0.0013421377570193803,61
61,2019-05-16,47.4775,48.1172,47.21,47.52,131765456.0,0.0008951608656732975,0.013473750724027123,0.005634247801590191,62
62,2019-05-17,46.7325,47.725,46.69,47.25,131472860.0,0.011073663938372617,0.021237896538811314,0.0009094313379340711,63
63,2019-05-20,45.88,46.0873,45.071,45.7725,154333760.0,-0.002343068875326977,0.00451830863121178,0.017632955536181442,64
64,2019-05-21,46.305,47.0,46.175,46.65,113459392.0,0.0074505992873339566,0.015009178274484404,0.0028074721952273526,65
65,2019-05-22,46.165,46.4275,45.6375,45.695,118955852.0,-0.010180872955702348,0.00568612585291894,0.011426405285389284,66
66,2019-05-23,44.95,45.135,44.4525,44.915,145718944.0,-0.0007786429365963002,0.004115684093437044,0.011067853170189148,67
67,2019-05-24,45.05,45.535,44.655,44.7425,94858744.0,-0.006825749167591508,0.010765815760266358,0.008768035516093143,68
68,2019-05-28,44.73,45.1475,44.4775,44.5575,111792640.0,-0.0038564721663313086,0.009333780460541114,0.005644980997093623,69
69,2019-05-29,44.105,44.8375,44.0,44.345,113924660.0,0.005441559913842014,0.01660809432037188,0.0023806824623057903,70
70,2019-05-30,44.4875,44.8075,44.1675,44.575,83953648.0,0.001966844619275205,0.007193031750491718,0.007193031750491718,71
71,2019-05-31,44.0575,44.4975,43.7475,43.7675,108174336.0,-0.0065823072121659,0.009986948873631161,0.007036259433694495,72
72,2019-06-03,43.9,44.48,42.5675,43.325,161584276.0,-0.013097949886104687,0.013211845102505657,0.030353075170842736,73
73,2019-06-04,43.86,44.9575,43.63,44.91,123871844.0,0.023939808481532085,0.025022799817601544,0.005243958048335542,74
74,2019-06-05,46.07,46.2475,45.285,45.635,119093708.0,-0.009442153245061912,0.0038528326459735616,0.0170392880399393,75
75,2019-06-06,45.77,46.3675,45.5372,46.305,90105244.0,0.011688879178501126,0.013054402447017622,0.005086301070570342,76
76,2019-06-07,46.6275,47.98,46.4425,47.5375,122737572.0,0.019516379818776554,0.029006487587796885,0.003967615677443465,77
77,2019-06-10,47.9525,48.8425,47.905,48.145,104883404.0,0.0040143892393514945,0.01856003336635213,0.000990563578541253,78
78,2019-06-11,48.715,49.0,48.4,48.7025,107731528.0,-0.0002565944780868899,0.005850354100379689,0.006466180847788255,79
79,2019-06-12,48.4875,48.9925,48.3463,48.5475,73012756.0,0.0012374323279196139,0.010415055426656408,0.0029120907450373348,80
80,2019-06-13,48.675,49.1975,48.4,48.5375,86598496.0,-0.0028248587570620593,0.010734463276836177,0.005649717514124265,81
81,2019-06-14,47.8862,48.3966,47.575,48.185,75045896.0,0.006239793510447685,0.010658603104861046,0.006498740764562639,82
82,2019-06-17,48.225,48.74,48.0425,48.4725,58676576.0,0.005132192846034114,0.010679108346293428,0.003784344219803101,83
83,2019-06-18,49.0125,50.0725,48.8025,49.6125,106204016.0,0.012241775057383204,0.021627135934710433,0.00428462127008418,84
84,2019-06-19,49.92,49.97,49.3275,49.4675,84496940.0,-0.009064503205128216,0.0010016025641025072,0.011868990384615407,85
85,2019-06-20,50.0925,50.1525,49.5075,49.865,85875952.0,-0.004541598043619287,0.0011977840994161256,0.0116783949693068,86
86,2019-06-21,49.7,50.2125,49.5375,49.695,191202356.0,-0.00010060362173043375,0.010311871227364098,0.003269617706237453,87
87,2019-06-24,49.635,50.04,49.5425,49.645,72879684.0,0.00020147073637564452,0.008159564823209451,0.0018636043114737815,88
88,2019-06-25,49.6075,49.815,48.8225,48.8925,80241336.0,-0.014413143173915302,0.00418283525676553,0.015824220128004912,89
89,2019-06-26,49.4425,50.2475,49.3375,49.95,104270048.0,0.010264448601911317,0.01628153916165242,0.002123679021085179,90
90,2019-06-27,50.0725,50.3925,49.8925,49.935,83598868.0,-0.002746018273503335,0.006390733436517056,0.0035947875580408352,91
91,2019-06-28,49.67,49.8738,49.2625,49.48,124442568.0,-0.0038252466277432016,0.0041030803301792046,0.00820414737265953,92
92,2019-07-01,50.7925,51.1225,50.1625,50.3875,109266956.0,-0.007973618152286146,0.006497022198159284,0.012403406014667431,93
93,2019-07-02,50.3525,50.7831,50.34,50.6825,67740868.0,0.006553795740032735,0.00855171044138818,0.00024824983863752024,94
94,2019-07-03,50.82,51.11,50.6725,51.1025,45448180.0,0.005558835104289627,0.005706414797323872,0.0029024006296733736,95
95,2019-07-05,50.8375,51.27,50.725,51.0575,69062072.0,0.004327514138185372,0.008507499385296376,0.0022129333661174756,96
96,2019-07-08,50.2025,50.35,49.6025,50.005,101354512.0,-0.003934067028534396,0.0029381006921966207,0.011951596036054009,97
97,2019-07-09,49.8,50.3775,49.7025,50.31,82312060.0,0.01024096385542179,0.011596385542168687,0.0019578313253011364,98
98,2019-07-10,50.4625,50.9325,50.39,50.8075,71588552.0,0.006836759970274935,0.00931384691602673,0.0014367104285360022,99
99,2019-07-11,50.8275,51.0975,50.4275,50.4375,80766768.0,-0.007673011657075414,0.005312084993359815,0.007869755545718332,100
100,2019-07-12,50.6125,51.0,50.55,50.825,70380848.0,0.004198567547542715,0.007656211410224803,0.0012348728081007657,101
101,2019-07-15,51.0225,51.4675,51.0,51.3025,67789680.0,0.005487775001224972,0.008721642412661086,0.0004409819197413073,102
102,2019-07-16,51.1475,51.5275,50.875,51.125,67467264.0,-0.0004399041986412015,0.0074294931326067265,0.0053277286279876995,103
103,2019-07-17,51.0125,51.2729,50.8175,50.8375,56429800.0,-0.003430531732418608,0.005104631217838707,0.00382259250183779,104
104,2019-07-18,51.0,51.47,50.925,51.415,74328644.0,0.008137254901960768,0.009215686274509782,0.0014705882352941734,105
105,2019-07-19,51.4475,51.625,50.59,50.6475,83717228.0,-0.015549832353369885,0.003450119053403994,0.0166674765537683,106
106,2019-07-22,50.9125,51.8075,50.9025,51.805,89111460.0,0.017530076110974676,0.017579179965627224,0.00019641541861032183,107
107,2019-07-23,52.115,52.2275,51.8225,52.21,73420840.0,0.0018228916818574087,0.002158687517989008,0.005612587546771639,108
108,2019-07-24,51.9175,52.2875,51.7925,52.1675,59966268.0,0.004815332017142582,0.007126691385371109,0.002407666008571291,109
109,2019-07-25,52.2225,52.31,51.6825,51.755,55638248.0,-0.008952080042127322,0.0016755230025373294,0.010340370529943974,110
110,2019-07-26,51.87,52.4325,51.785,51.935,69815496.0,0.0012531328320802937,0.010844418739155582,0.001638712165027971,111
111,2019-07-29,52.115,52.66,52.11,52.42,86693556.0,0.005852441715437009,0.010457641753813578,9.594166746622965e-05,112
112,2019-07-30,52.19,52.54,51.8275,52.195,135742872.0,9.58037938302847e-05,0.006706265568116525,0.0069457750526920325,113
113,2019-07-31,54.105,55.3425,52.825,53.26,277125444.0,-0.01561778024212178,0.022872192958137035,0.023657702615284985,114
114,2019-08-01,53.475,54.5075,51.6859,52.1075,216071648.0,-0.025572697522206634,0.01930808789153808,0.03345675549322122,115
115,2019-08-02,51.3825,51.6075,50.4075,51.005,163448488.0,-0.007346859339269162,0.004378922784994919,0.018975332068311222,116
116,2019-08-05,49.4975,49.6623,48.145,48.335,209571876.0,-0.023486034648214586,0.003329461083893118,0.027324612354159283,117
117,2019-08-06,49.0775,49.5168,48.51,49.25,143299148.0,0.0035148489633742433,0.008951148693393161,0.011563343691100863,118
118,2019-08-07,48.8525,49.89,48.455,49.76,133457600.0,0.01857632669771248,0.021237398290773275,0.00813673814032037,119
119,2019-08-08,50.05,50.8825,49.8475,50.8575,108038092.0,0.016133866133866227,0.016633366633366696,0.0040459540459540574,120
120,2019-08-09,50.325,50.69,49.8225,50.2475,98478984.0,-0.0015399900645802398,0.0072528564331842,0.009985096870342868,121
121,2019-08-12,49.905,50.5129,49.7875,50.12,89927556.0,0.004308185552549771,0.012181144173930483,0.002354473499649328,122
122,2019-08-13,50.255,53.035,50.2075,52.2425,190159144.0,0.03954830365137792,0.05531787881802794,0.0009451795841209716,123
123,2019-08-14,50.79,51.61,50.6467,50.6875,146189772.0,-0.002018113801929497,0.016144910415436114,0.0028214215396730937,124
124,2019-08-15,50.865,51.285,49.9175,50.435,111533452.0,-0.00845375012287427,0.008257151282807325,0.01862774009633353,125
125,2019-08-16,51.07,51.79,50.96,51.625,115254496.0,0.010867436851380453,0.014098296455844896,0.0021539064029762957,126
126,2019-08-19,52.655,53.1827,52.5063,52.5875,97727660.0,-0.001281929541354146,0.010021840281074843,0.0028240433007311375,127
127,2019-08-20,52.72,53.3375,52.58,52.59,107678116.0,-0.002465857359635726,0.011712822458270102,0.0026555386949924237,128
128,2019-08-21,53.2475,53.4125,52.9008,53.16,86258988.0,-0.0016432696370722697,0.0030987370299074913,0.006511103807690606,129
129,2019-08-22,53.2975,53.6088,52.6875,53.115,89071276.0,-0.0034241756179932913,0.00584079928702102,0.011445189736854438,130
130,2019-08-23,52.3575,53.0128,50.25,50.66,187479372.0,-0.03242133409731185,0.012515876426490892,0.04025211287781123,131
131,2019-08-26,51.465,51.7975,51.2643,51.6225,104264520.0,0.0030603322646458537,0.0064607014475856605,0.0038997376858059796,132
132,2019-08-27,51.965,52.1375,50.8825,51.04,103589376.0,-0.017800442605600004,0.003319541999422677,0.020831328778985914,133
133,2019-08-28,51.025,51.43,50.83,51.3825,63566528.0,0.007006369426751626,0.007937285644292037,0.0038216560509554197,134
134,2019-08-29,52.125,52.33,51.6638,52.2525,84030608.0,0.002446043165467582,0.003932853717026346,0.008847961630695407,135
135,2019-08-30,52.54,52.6125,51.8,52.185,84434244.0,-0.006756756756756697,0.001379901027788314,0.01408450704225356,136
136,2019-09-03,51.6075,51.745,51.055,51.425,80238296.0,-0.0035363077072131867,0.002664341423242663,0.010705808264302707,137
137,2019-09-04,52.0975,52.37,51.83,52.2975,76867280.0,0.003838955804021361,0.005230577282979047,0.005134603387878464,138
138,2019-09-05,53.0,53.4925,52.8775,53.32,95787936.0,0.0060377358490566095,0.009292452830188674,0.002311320754717024,139
139,2019-09-06,53.5125,53.605,53.1275,53.315,77449176.0,-0.003690726465779119,0.0017285680915672791,0.007194580705442748,140
140,2019-09-09,53.71,54.11,52.7675,53.5425,109237604.0,-0.003118599888289033,0.007447402718301965,0.017547942654999118,141
141,2019-09-10,53.465,54.195,52.9275,54.175,127111724.0,0.013279715701860912,0.013653792200504944,0.010053305901056792,142
142,2019-09-11,54.5175,55.9275,54.4325,55.8975,177158584.0,0.025312972898610585,0.025863254918145617,0.0015591323886825488,143
143,2019-09-12,56.2,56.605,55.715,55.7713,128906676.0,-0.007628113879003671,0.007206405693950071,0.008629893238434154,144
144,2019-09-13,55.0,55.1975,54.255,54.6875,159053184.0,-0.005681818181818182,0.003590909090909055,0.0135454545454545,145
145,2019-09-16,54.4325,55.0325,54.39,54.975,84632564.0,0.009966472236255988,0.011022826436412097,0.0007807835392457976,146
146,2019-09-17,54.99,55.205,54.78,55.175,73545872.0,0.003364248045099021,0.00390980178214214,0.0038188761593017065,147
147,2019-09-18,55.265,55.7125,54.86,55.6925,102572372.0,0.007735456437166416,0.008097349135981145,0.007328327150999749,148
148,2019-09-19,55.5025,55.94,55.0925,55.24,88751504.0,-0.004729516688437381,0.00788252781406243,0.007387054637178444,149
149,2019-09-20,55.345,55.64,54.3683,54.4325,231510776.0,-0.016487487577920346,0.005330201463546873,0.017647483964224428,150
150,2019-09-23,54.7375,54.96,54.4125,54.68,77678592.0,-0.001050468143411691,0.004064854989723749,0.0059374286366749626,151
151,2019-09-24,55.2575,55.6225,54.2975,54.42,125737468.0,-0.015156313622585144,0.006605438175813274,0.017373207256933462,152
152,2019-09-25,54.6375,55.375,54.2851,55.2575,89924024.0,0.011347517730496406,0.013498055364905004,0.0064497826584306184,153
153,2019-09-26,55.0,55.235,54.7075,54.9725,76353248.0,-0.000500000000000062,0.004272727272727262,0.005318181818181761,154
154,2019-09-27,55.135,55.24,54.3204,54.705,101445140.0,-0.007799038723134121,0.0019044164323932888,0.014774644055500111,155
155,2019-09-30,55.225,56.145,55.1975,55.9925,105274332.0,0.013897691263014907,0.016659121774558656,0.0004979628791308902,156
156,2019-10-01,56.2675,57.055,56.05,56.1475,144748652.0,-0.002132669836050961,0.013995645799084754,0.0038654640778424693,157
157,2019-10-02,55.765,55.895,54.4825,54.74,143069028.0,-0.01838070474311842,0.0023312113332736046,0.022998296422487203,158
158,2019-10-03,54.6075,55.24,53.783,55.205,121410744.0,0.010941720459643759,0.011582658059790326,0.015098658609165415,159
159,2019-10-04,56.41,56.8725,55.9725,56.7525,138562212.0,0.006071618507356872,0.00819890090409512,0.0077557170714412345,160
160,2019-10-07,56.5675,57.4825,56.46,56.765,123557076.0,0.003491404074777885,0.01617536571352807,0.0019003844963981385,161
161,2019-10-08,56.455,57.015,56.0825,56.1,117130800.0,-0.006288194136923158,0.009919404835709899,0.006598175538039061,162
162,2019-10-09,56.7575,56.9475,56.41,56.7575,76117696.0,0.0,0.0033475752103245865,0.006122538871514843,163
163,2019-10-10,56.9825,57.61,56.825,57.5225,115851936.0,0.009476593691045481,0.011012152853946347,0.002764006493221583,164
164,2019-10-11,58.2375,59.41,58.0769,59.0525,167957480.0,0.013994419403305513,0.020133075767332035,0.0027576733204549508,165
165,2019-10-14,58.725,59.5336,58.6675,58.9675,97653936.0,0.004129416773094929,0.013769263516389926,0.0009791400595999071,166
166,2019-10-15,59.0975,59.4125,58.72,58.83,92161932.0,-0.004526418207199938,0.005330174711282285,0.006387749058758793,167
167,2019-10-16,58.3425,58.81,58.3,58.5925,77146776.0,0.004285040922140806,0.008013026524403328,0.0007284569567640053,168
168,2019-10-17,58.7725,59.0375,58.38,58.82,69091588.0,0.0008082011144667902,0.004508911480709525,0.006678293419541423,169
169,2019-10-18,58.6475,59.395,58.5725,59.1025,97508664.0,0.0077582164627647944,0.012745641331685107,0.0012788268894667776,170
170,2019-10-21,59.38,60.2475,59.33,60.1275,89469932.0,0.012588413607275094,0.014609296059279213,0.0008420343550017558,171
171,2019-10-22,60.29,60.55,59.9055,59.99,90736004.0,-0.004975949577044239,0.004312489633438348,0.006377508707911687,172
172,2019-10-23,60.525,60.81,60.305,60.795,79730180.0,0.0044609665427509815,0.0047087980173482645,0.0036348616274266645,173
173,2019-10-24,61.1275,61.2,60.4513,60.895,71665020.0,-0.003803525418183217,0.0011860455605088563,0.011062124248496901,174
174,2019-10-25,60.79,61.6825,60.72,61.645,73477184.0,0.014064813291659877,0.014681691067609776,0.0011515051817733227,175
175,2019-10-28,61.855,62.3125,61.68,62.2625,96572964.0,0.006587988036537159,0.007396330126909759,0.002829197316304214,176
176,2019-10-29,62.2425,62.4375,60.6425,60.8225,142806828.0,-0.022813993653853906,0.0031329075792264176,0.02570590834237059,177
177,2019-10-30,61.19,61.325,60.3025,60.815,124339688.0,-0.006128452361496977,0.0022062428501389954,0.014504003922209442,178
178,2019-10-31,61.81,62.2925,59.315,62.19,139162080.0,0.006147872512538351,0.007806180229736201,0.04036563662837736,179
179,2019-11-01,62.385,63.9825,62.29,63.955,151125336.0,0.02516630600304561,0.025607117095455698,0.0015228019555982826,180
180,2019-11-04,64.3325,64.4613,63.845,64.375,103271808.0,0.0006606303190456454,0.0020020984727781178,0.007577818365522826,181
181,2019-11-05,64.2625,64.5475,64.08,64.2825,79897708.0,0.0003112234973739898,0.004434934837580184,0.002839914413538293,182
182,2019-11-06,64.1925,64.3725,63.8413,64.31,75864496.0,0.0018304319040387401,0.002804065895548652,0.005471044125092474,183
183,2019-11-07,64.685,65.0875,64.5275,64.8575,94940332.0,0.002666769730231111,0.006222462703872666,0.002434876710211005,184
184,2019-11-08,64.6725,65.11,64.2125,65.035,70066380.0,0.00560516448258529,0.0067648536858788515,0.00711276044686681,185
185,2019-11-11,64.575,65.6175,64.57,65.55,82029836.0,0.015098722415795497,0.016144018583043034,7.74293457221783e-05,186
186,2019-11-12,65.3875,65.6975,65.23,65.49,87388904.0,0.0015675779009748352,0.004740967310265758,0.0024087172624736967,187
187,2019-11-13,65.2825,66.195,65.2675,66.1175,103259372.0,0.012790564086853414,0.01397771225060306,0.0002297706123386906,188
188,2019-11-14,65.9375,66.22,65.525,65.66,89582224.0,-0.004208530805687256,0.004284360189573442,0.006255924170616028,189
189,2019-11-15,65.92,66.445,65.7525,66.44,100374664.0,0.007888349514563046,0.007964199029126083,0.002540958737864138,190
190,2019-11-18,66.45,66.8575,66.0575,66.775,86803588.0,0.004890895410082812,0.00613243039879607,0.005906696764484549,191
191,2019-11-19,66.975,67.0,66.3482,66.5725,76278388.0,-0.00600970511384829,0.0003732736095558893,0.00935871593878296,192
192,2019-11-20,66.385,66.5208,65.1,65.7975,106373676.0,-0.008849890788581843,0.0020456428410030735,0.019356782405664092,193
193,2019-11-21,65.9225,66.0013,65.295,65.5025,119995112.0,-0.006371117600212396,0.0011953430164208137,0.009518753081269638,194
194,2019-11-22,65.6475,65.795,65.21,65.445,65325052.0,-0.0030846566891351624,0.0022468486994936285,0.006664381735785827,195
195,2019-11-25,65.6775,66.61,65.63,66.5925,84118068.0,0.013931711773438488,0.014198165277302038,0.0007232309390582686,196
196,2019-11-26,66.735,66.79,65.625,66.0725,105339528.0,-0.00992732449239521,0.0008241552408782022,0.016632951224994374,197
197,2019-11-27,66.395,66.995,66.3275,66.96,65544488.0,0.008509676933503995,0.0090368250621283,0.001016642819489351,198
198,2019-11-29,66.65,67.0,66.475,66.8125,46617452.0,0.00243810952738176,0.005251312828206966,0.0026256564141036963,199
199,2019-12-02,66.8175,67.0625,65.8625,66.04,94549800.0,-0.011636173158229344,0.0036667040820145104,0.01429266285030117,200
200,2019-12-03,64.5775,64.8825,64.0725,64.8625,117509072.0,0.0044133018466183515,0.004723007239363441,0.007820061166814997,201
201,2019-12-04,65.2675,65.8275,65.17,65.435,67241552.0,0.002566361512238158,0.00858007430957218,0.0014938522235415266,202
202,2019-12-05,65.9475,66.4725,65.6825,66.395,74645372.0,0.006785700746806033,0.007960877971113256,0.0040183479282762885,203
203,2019-12-06,66.87,67.75,66.825,67.6775,106189972.0,0.01207566920891267,0.01315986241962009,0.0006729475100942381,204
204,2019-12-09,67.5,67.7,66.2275,66.73,128730580.0,-0.011407407407407349,0.002962962962963005,0.01885185185185176,205
205,2019-12-10,67.15,67.5175,66.465,67.12,90529532.0,-0.0004467609828741792,0.005472822040208378,0.010201042442293405,206
206,2019-12-11,67.2025,67.775,67.125,67.6925,78893564.0,0.007291395409396896,0.008519028309958782,0.001153230906588305,207
207,2019-12-12,66.945,68.14,66.8303,67.865,137748168.0,0.013742624542534944,0.017850474269923183,0.0017133467772051556,208
208,2019-12-13,67.865,68.825,67.7325,68.7875,133731224.0,0.013593162896927717,0.014145730494363929,0.001952405510940738,209
209,2019-12-16,69.25,70.1975,69.245,69.965,128318920.0,0.010324909747292468,0.013682310469314153,7.220216606491628e-05,210
210,2019-12-17,69.8925,70.4425,69.7,70.1025,113645192.0,0.0030046142289946415,0.007869227742604673,0.002754229709911585,211
211,2019-12-18,69.95,70.475,69.78,69.935,116093948.0,-0.00021443888491780655,0.007505360972122823,0.0024303073624017397,212
212,2019-12-19,69.875,70.295,69.7375,70.005,98507788.0,0.0018604651162790046,0.006010733452593942,0.0019677996422182873,213
213,2019-12-20,70.5575,70.6625,69.64,69.86,276130972.0,-0.009885554335116821,0.001488147964426032,0.013003578641533557,214
214,2019-12-23,70.1325,71.0625,70.0934,71.0,98265932.0,0.012369443553274259,0.01326061383809228,0.0005575161301820211,215
215,2019-12-24,71.1725,71.2225,70.7299,71.0675,48478856.0,-0.0014752889107450767,0.0007025185289261605,0.006218694018054709,216
216,2019-12-26,71.205,72.495,71.175,72.4775,93336016.0,0.017870936029773302,0.01811670528755012,0.0004213187276174586,217
217,2019-12-27,72.78,73.4925,72.03,72.45,146371744.0,-0.004534212695795525,0.00978977741137683,0.010305028854080791,218
218,2019-12-30,72.365,73.1725,71.305,72.88,144238456.0,0.007116700062184766,0.01115870932080432,0.014647965176535454,219
219,2019-12-31,72.4825,73.42,72.38,73.4125,100990500.0,0.012830683268375023,0.01293415652053944,0.0014141344462457318,220
