,1 day,4 hour,1 hour
vmc,32.27999999999989,16.961315000000383,6.066484999999915
wrb,6.170000000000066,5.07619999999995,-0.8077999999999577
wab,4.769999999999911,-2.3532040000000904,-4.036203999999984
wmt,23.399999999999963,-19.81759999999973,33.81219999999992
wba,-14.87699999999996,6.9957000000000775,4.012500000000024
dis,11.075000000000088,-3.8862999999998635,19.329200000000014
wm,-0.9399999999997135,12.517599999999788,-3.719600000000014
wat,-10.720000000000255,-10.446299999999724,30.634400000000312
wec,11.309999999999917,-18.49780000000007,6.0154
wfc,5.914899999999982,2.2153999999999456,2.7619999999999365
well,-4.725000000000051,-21.21520000000004,9.32940000000005
wst,85.88499999999996,-29.2277,12.510999999999967
wdc,-2.796000000000028,-3.100999999999928,0.9816999999999894
wu,2.9300000000000246,-2.830999999999996,1.023500000000011
wrk,-5.275000000000027,18.533440999999964,-1.2028410000000207
wy,3.014999999999958,-7.399099999999972,-3.6491999999999294
whr,2.3268999999998528,-25.492200000000025,-3.150499999999994
wmb,5.98,-4.585300000000032,3.74399999999995
wltw,16.539700000000323,23.250399999999956,-5.579200000000583
wynn,-27.605000000000146,1.4590999999999852,-2.2396999999999423
xel,-6.613999999999997,-19.155197999999977,-4.087998000000027
xlnx,28.882500000000007,-20.43109999999993,-20.708900000000256
xyl,-12.690000000000055,26.270899999999997,5.714699999999979
yum,-13.734999999999928,14.622099999999932,9.70559999999999
zbra,-80.08000000000018,-39.336900000000185,-24.96610000000038
zbh,4.590000000000032,9.491700000000037,-3.685100000000091
zion,-5.3331000000000195,-6.552000000000021,6.223899999999922
zts,34.265000000000015,-30.405200000000008,-12.759499999999889
