,1 day,4 hour,1 hour
fdx,81.97000000000028,-20.96099999999987,1.9715999999999383
fis,-9.609999999999935,23.79010000000003,5.540399999999963
fitb,-9.276900000000047,3.335100000000015,-2.3638000000000368
fe,-4.810000000000059,-9.046600000000012,3.697400000000002
frc,-89.4179999999999,-33.23240000000007,36.641400000000175
fisv,-20.47499999999991,-0.38040000000003715,4.849799999999874
flt,14.129999999999967,-15.703699000000057,-3.5705010000000073
flir,-5.115400000000001,3.9726000000000283,2.9613999999999976
fls,-2.809999999999988,1.6527999999999992,0.27899999999999636
fmc,-10.570000000000007,4.306299999999865,10.86450000000012
f,3.4149999999999885,1.308099999999996,-2.567699999999995
ftnt,13.522000000000027,-2.322099999999857,-0.544099999999986
ftv,-1.6799999999999997,-9.086400000000047,-2.2819000000000287
fbhs,-33.165,-3.956200000000024,-1.3491999999998683
foxa,2.453000000000049,2.908099999999912,-3.5848000000000653
fox,1.0019999999999918,-8.738400000000059,0.5500999999999898
ben,-4.344999999999981,-4.425200000000007,-1.519999999999989
fcx,7.885200000000019,-6.323000000000082,-2.6746000000000834
gps,2.8049000000000035,-0.34029999999999383,3.2990999999999904
grmn,-19.350000000000037,20.734300000000133,11.368799999999965
it,95.62500000000003,-61.00380000000007,27.78989999999962
gnrc,-50.71500000000029,-157.78490000000005,0.9084779999998887
gd,4.145999999999958,-4.349400000000031,10.829300000000131
ge,-49.66989999999998,-21.738699999999923,-1.3468000000000302
gis,9.920000000000101,11.357900000000015,-7.781200000000069
gm,-4.664999999999946,-0.7893000000000185,-4.730300000000057
gpc,21.63999999999976,-29.052775999999923,-16.619299999999853
gild,-17.08999999999994,2.9467999999999677,-3.7632999999998944
gl,-11.16000000000004,-10.444975000000085,1.387799999999956
gpn,4.760000000000048,3.578400000000059,0.6784999999999286
gs,77.23000000000019,17.9495,15.747599999999977
gww,-124.10999999999962,-70.2128999999992,-5.10979999999995
hal,4.099999999999994,10.806099999999965,8.802699999999998
hbi,-2.789999999999998,-2.122000000000005,3.2795000000000005
hig,7.9299999999999855,-6.6058000000000305,2.9940000000000566
has,-14.311000000000028,14.152000000000122,-7.3353000000001884
hca,67.91999999999993,-9.223799999999812,-21.419800000000123
peak,9.355000000000036,-3.803102000000006,-4.731899999999996
hsic,5.445000000000107,7.455200000000019,-6.748000000000189
hsy,31.01500000000013,24.43420000000023,20.896300000000224
hes,-19.86500000000008,-19.342099999999846,9.720099999999974
hpe,3.4699999999999775,3.1229999999999976,-1.4711000000000034
hlt,-11.505000000000052,-21.70090000000019,-20.06579999999984
hfc,6.554999999999975,-14.922600000000063,0.8532000000000437
holx,-4.379999999999903,7.717399999999984,0.6311999999999784
hd,85.62999999999971,-31.382999999999754,6.005199999999832
hon,-3.200000000000216,-14.533700000000067,-12.406300000000044
hrl,8.535000000000025,-1.5433999999999486,-3.900699999999979
hst,1.06499999999998,2.431199999999997,1.5363999999999862
hwm,-10.22040000000002,2.268500000000003,1.210400000000032
hpq,5.40499999999998,9.243199999999995,-0.16899999999999693
hum,33.60500000000013,-55.090199999999925,56.706200000000536
hban,-3.266999999999994,1.6018999999999863,1.0159999999999965
hii,-10.810000000000116,45.451846000000074,18.078545999999932
iex,-16.200000000000472,30.531800000000175,9.61100000000016
idxx,149.33500000000026,-25.452900000000568,17.981299999999976
info,8.65499999999993,7.577990999999855,0.8032909999999305
itw,-31.419999999999675,-9.326099999999855,-15.670200000000193
ilmn,61.85500000000013,-32.45490000000049,-12.709700000000197
incy,-8.900000000000091,3.3148999999999944,-4.221700000000126
ir,10.450000000000003,10.576000000000022,2.48449999999999
intc,-0.34509999999995244,-11.393099999999976,7.061500000000002
ice,-14.414999999999878,-5.766699999999929,-4.8390999999999025
ibm,13.320000000000093,-5.684199999999706,-5.66569999999993
ip,-7.160000000000029,-9.659850999999968,-4.289850999999949
ipg,-12.08000000000007,-7.178499999999996,5.064600000000009
iff,19.815000000000055,7.811701999999883,-6.835499999999939
intu,111.83999999999935,-75.5624000000002,-60.868699999999706
isrg,96.60500000000033,-13.036800000000056,13.540829999999858
ivz,-3.395000000000012,-4.588999999999968,-3.2902000000000093
ipgp,39.38500000000009,-4.593699999999927,-1.3674000000000746
iqv,23.435000000000315,4.725899999999996,21.623700000000042
irm,9.290000000000063,5.322172000000016,0.018699999999952865
jkhy,-0.7400000000002365,25.283699999999953,14.075499999999806
j,-5.539999999999992,-13.957088000000041,7.7180000000000035
jbht,25.905000000000143,8.793200000000127,-0.6869999999998981
sjm,-6.219999999999956,-9.463900000000194,-10.258700000000019
jnj,-20.364999999999895,3.6772000000001697,2.3605000000001723
jci,-6.679999999999843,2.181299999999993,-1.2177999999999827
jpm,9.63799999999975,-2.0758000000002426,3.2444999999997464
jnpr,7.474999999999987,-0.5478109999999958,-0.3423109999999916
ksu,-16.840000000000117,-24.328299999999786,-7.756399999999587
k,-8.42999999999995,-0.6049000000000575,0.027300000000053615
key,-2.63500000000003,-2.8354000000000052,-0.49649999999998684
keys,-30.180000000000035,19.5463000000002,-4.342199999999792
kmb,17.44999999999996,17.775099999999767,-10.248300000000057
kim,-2.1149999999999345,-1.1491000000000042,-7.9933999999999905
kmi,-1.6599999999999753,-1.6368999999999971,-3.1814999999999927
klac,230.40999999999997,23.905799999999942,-9.405600000000277
khc,-2.1105999999999696,3.3432000000000173,7.2318
kr,5.304899999999996,-8.576000000000015,-6.420099999999991
lb,13.458499999999976,1.406050999999998,2.6896999999999913
lhx,21.910099999999943,4.084700000000026,-0.5969000000002325
lh,-21.69000000000031,5.754399999999833,12.413300000000163
lrcx,-369.7100000000001,-82.7271000000004,64.64899999999989
lw,27.330000000000148,17.06638700000007,-9.00178700000005
lvs,17.620000000000065,-5.741599999999991,-2.3935000000000564
leg,-9.730000000000029,1.3553000000000743,-0.9453999999999709
ldos,-21.429999999999993,-15.545321000000001,4.9314999999999145
len,53.18500000000005,12.24189999999998,6.328500000000005
lly,-91.64100000000019,5.037500000000364,23.05099999999993
lnc,-12.380000000000003,-10.916399999999982,1.1770999999999674
lin,-134.9510000000003,14.208999999999719,11.696099999999774
lyv,4.460000000000051,7.3571000000000595,-25.03270000000009
lkq,-16.719999999999985,13.414300000000047,1.071100000000044
lmt,34.99200000000002,68.32220000000007,6.322599999999795
l,-5.704999999999963,4.459699999999998,1.560099999999963
low,57.29570000000007,12.724199999999996,11.346500000000333
lumn,1.9094000000000018,-3.9745999999999944,-0.26970000000000116
lyb,4.035000000000053,13.158939000000004,-8.128638999999879
mtb,-7.279999999999944,6.585388000000307,7.834412000000185
mro,-5.155000000000015,5.225200000000019,-6.961000000000009
mpc,23.77000000000018,7.840515000000082,6.44449999999992
mktx,38.784999999999826,-20.259099999999506,10.632200000000125
mar,19.875000000000142,-31.671000000000276,-42.44840000000005
mmc,20.219999999999686,3.970900000000114,11.826900000000194
mlm,67.45000000000027,-4.812400000000139,14.56649999999945
mas,10.670000000000009,4.682499999999983,-2.6429000000000187
ma,-97.09999999999928,30.368999999999573,-11.881699999999569
mkc,0.5900000000000887,-20.79424300000015,8.22824300000002
mxim,10.039599999999993,-24.77939999999998,3.3312199999999876
mcd,57.38999999999973,28.3295999999998,-9.729800000000125
mck,27.880000000000052,-61.67534099999949,0.8796000000002664
mdt,-0.16999999999990223,-4.1897999999999485,3.6954000000000207
mrk,21.82500000000003,8.990900000000053,5.110400000000041
met,4.004999999999875,2.615700000000018,-2.536300000000054
mtd,333.2900000000011,15.758500000001504,-98.56369999999697
mgm,6.014999999999937,0.13680000000002934,6.928900000000052
mchp,16.741899999999937,10.157199999999996,-4.934699999999921
mu,32.47199999999997,2.0928000000000253,-2.3595000000001107
msft,-91.98860000000019,30.454100000000352,-3.754499999999524
maa,8.270000000000039,-18.815399999999727,0.07779999999991105
mhk,5.239999999999981,-4.013200000000026,-1.8534999999998263
tap,-12.559899999999935,2.236000000000004,-3.5061000000000178
mdlz,7.376000000000019,2.671299999999974,0.2757999999999896
mpwr,-195.0450000000002,-5.41494699999987,21.699203999999895
mnst,-11.895900000000047,-0.5671000000000461,-6.244099999999975
mco,96.89499999999981,3.938100000000645,-13.736400000000259
ms,12.664099999999891,10.060700000000054,-2.8542999999998386
mos,-7.164999999999964,-0.5484000000000009,-9.922500000000035
msi,50.879999999999626,-20.155700000000195,6.675200000000046
msci,111.55000000000024,-47.65540000000061,54.785200000000316
ndaq,12.711499999999994,-17.97259999999993,11.770800000000037
ntap,-14.212999999999894,0.25489999999990687,-2.9624000000000024
nflx,192.93859999999944,-53.53339999999983,-23.52879999999999
nwl,5.286999999999981,-5.673399999999971,0.2686999999999955
nem,-19.72999999999999,-20.114400000000003,16.060500000000083
nwsa,-3.603000000000014,1.6707999999999856,0.9162999999999961
nws,4.895000000000005,1.4941999999999833,-0.9517000000000131
nee,0.7650000000000148,-2.8408999999999764,8.243000000000094
nlsn,-0.8700000000000045,-2.7211999999999783,-2.9546000000000134
nke,52.5450000000001,1.7321999999999491,3.4591000000000207
ni,-4.175000000000008,5.789100000000005,0.6764999999999866
nsc,28.450000000000244,-20.609100000000012,-2.795700000000153
ntrs,6.254999999999953,-14.18419999999989,-7.089899999999972
noc,28.47000000000031,54.58940000000058,37.705000000000496
nlok,0.29519999999998703,-5.433400000000024,-0.7987999999999964
nclh,-2.130000000000006,2.9225999999999868,2.183799999999991
nov,-0.949999999999994,0.5882999999999914,-1.5501000000000111
nrg,-9.50500000000002,0.2764999999999489,5.949000000000019
nue,-23.84000000000006,-24.787099999999896,-36.05179999999997
nvda,-226.21189999999984,0.35009999999977026,14.662200000000041
nvr,1957.0099999999975,-130.96670599999925,-198.54390600000397
nxpi,35.51999999999961,13.024199999999865,21.603499999999997
orly,261.6649999999995,96.47900000000027,-19.252800000000434
oxy,-1.8248999999998574,12.184300000000022,-1.2270999999999148
odfl,112.63500000000036,44.42970000000062,36.60340000000025
omc,-26.930000000000014,-3.7580569999999938,9.892956999999939
oke,3.7199999999999136,-5.16440000000005,0.26040000000011787
orcl,-38.8069999999999,0.25770000000001403,0.7919000000001262
otis,14.025000000000027,9.601300000000037,-1.6636999999999702
pcar,-4.522899999999993,7.492000000000004,1.283200000000008
pkg,-7.969999999999928,-24.29429999999998,0.18380000000007612
ph,-25.81999999999988,12.416999999999774,-2.2296000000004312
payx,4.6370000000000005,-3.5769000000000943,-5.31299999999986
payc,67.82009999999985,-87.9176000000001,25.4106000000001
pypl,-1.6299999999999102,-8.797799999999896,-10.454600000000084
penn,-4.960399999999982,-7.178099999999986,5.178099999999983
pnr,6.509999999999948,-7.430100000000017,-1.9907999999999575
pbct,-3.787799999999983,1.6020000000000127,0.9376000000000175
pep,-10.38810000000015,2.2937000000000864,8.437099999999958
pki,-20.019999999999982,-25.440200000000175,11.871699999999805
prgo,3.6199999999999655,9.331099999999964,1.276099999999957
pfe,-0.08000000000004093,3.9002000000000336,-2.7544999999999575
pm,17.360000000000113,16.026800000000094,-0.24939999999985218
psx,-0.3749999999998437,-26.554300000000126,-19.09810000000016
pnw,1.6499999999999915,-9.329499999999967,-0.8731999999999971
pxd,-75.4599999999999,-44.08370000000022,15.169499999999942
pnc,12.380000000000095,1.0023999999999944,5.274299999999954
pool,39.67999999999995,41.24889999999999,22.86980000000011
ppg,-8.940000000000282,7.288399999999925,-0.14805099999986737
ppl,-1.0250000000000554,-0.7448999999999977,-1.2281999999999869
pfg,31.99700000000024,8.030600000000042,-1.7598999999999805
pg,17.415000000000006,7.864200000000096,-16.32100000000031
pgr,28.87500000000017,8.770600000000016,-10.378100000000032
pld,4.805000000000149,-12.24119999999995,15.229
pru,0.5449999999999164,-11.746700000000104,-5.599400000000188
ptc,47.56000000000002,7.8801000000001125,9.91030000000002
peg,4.724999999999973,-11.165899999999901,3.4375999999999607
psa,5.449999999999989,36.30699999999956,-27.99190000000027
phm,30.860000000000063,8.786900000000038,2.242399999999961
pvh,23.500000000000114,-9.015067999999964,-1.7747000000000668
qrvo,-33.19999999999999,-32.17210000000006,-12.224600000000024
pwr,13.525000000000006,10.399399999999972,7.7254999999997835
qcom,27.70899999999999,11.545400000000072,1.3722000000000207
dgx,-1.619999999999692,-12.621800000000022,-4.325700000000211
rl,32.38199999999998,12.303899999999985,15.860600000000005
rjf,8.594999999999885,10.49709999999996,2.154100000000028
rtx,1.0899999999999892,-17.86050000000003,-7.29019999999997
o,-3.505000000000031,-11.911699999999946,2.258299999999977
reg,-0.840000000000046,-8.45095099999996,0.501849
regn,-100.31000000000108,9.004727999998863,-35.035899999999515
rf,2.744999999999994,0.11315399999999087,0.7642000000000024
rsg,3.8950000000002376,4.067200000000213,4.0298000000000656
rmd,-18.110000000000042,33.29087499999969,33.71437500000002
rhi,-11.970000000000098,-4.918299999999931,1.7245999999999526
rok,71.10500000000039,37.58434199999982,-2.239541999999659
rol,5.410000000000032,-5.121299999999962,2.8123999999999647
rop,23.409999999999854,-0.2807000000000244,-12.224501000000032
rost,-33.0199999999999,-8.604700000000008,7.195199999999971
rcl,22.00500000000003,-8.503400000000003,-22.94339999999996
spgi,-150.99500000000057,19.93640000000022,48.407899999999984
crm,102.84899999999979,-15.0672000000001,-15.420900000000188
sbac,-36.84500000000028,-54.575200000000194,14.919099999999787
slb,9.944999999999993,-14.262499999999964,-8.559999999999945
stx,26.093100000000057,6.087499999999892,-1.1190999999999178
see,-8.370000000000033,-6.2880999999999645,5.375999999999962
sre,-12.184999999999931,9.697899999999962,-7.811399999999992
now,193.699,56.541899999999885,-111.31630000000035
shw,41.17999999999981,65.7053000000002,-4.642700000000048
spg,6.299999999999983,23.48749999999987,-18.619999999999933
swks,32.06489999999992,15.580891999999977,-14.861900000000105
sna,-26.48999999999998,11.553700000000106,11.541699999999764
so,-1.6299999999999457,5.82210000000012,-3.3804999999998273
luv,4.805000000000096,6.412600000000026,9.50149999999995
swk,-3.284999999999954,36.69540000000001,11.621399999999909
sbux,-44.0817,12.634000000000086,8.439699999999974
stt,19.855000000000068,0.6398999999999901,-2.1035000000000394
ste,5.029999999999774,-32.57180000000017,-2.2993000000000166
syk,74.41999999999996,-4.839099999999831,-27.418299999999817
sivb,-417.6780000000003,-124.97050000000075,47.16239900000119
syf,10.309999999999956,-0.9795480000000687,0.18419999999998637
snps,126.23400000000021,65.77990000000074,-62.55339999999944
syy,7.750000000000057,-0.2823999999999671,8.703399999999974
tmus,14.950600000000023,23.635285999999823,-4.8956999999997635
trow,11.290000000000006,-7.022700000000128,-1.7745000000000744
ttwo,53.86600000000006,-3.7228999999999672,0.5392999999999404
tpr,13.084999999999948,-6.803099999999997,-3.476099999999988
tgt,62.62990000000002,-5.524999999999864,-4.921000000000049
tel,15.370000000000005,-7.61189999999992,4.388300000000058
tdy,39.27499999999924,15.249899999999627,-11.752900000000523
tfx,17.51500000000007,42.57770000000019,26.826400000000575
ter,-42.36,-12.655244000000067,2.7890999999999906
tsla,28.78660000000052,-68.9962000000003,29.169700000000176
txn,19.675999999999988,13.017000000000053,-27.216700000000117
txt,-4.760000000000076,4.936200000000028,-1.105300000000021
tmo,81.77000000000106,72.27629999999971,17.980299999999602
tjx,19.91000000000006,-10.0154,-4.8324
tsco,16.920000000000073,4.445700000000016,-21.627299999999934
tt,26.305000000000007,12.904300000000234,2.3840000000000146
tdg,-265.2649999999995,59.16069999999979,-8.525600000000338
trv,-3.460000000000008,-6.854899999999958,3.9083999999998014
tfc,14.700000000000014,1.3689999999999785,3.0726000000000226
twtr,-22.56020000000005,-9.041700000000162,1.919999999999959
tyl,94.90999999999963,-38.00382999999994,14.541469999999265
tsn,-15.459999999999994,-16.572699999999898,5.893799999999999
udr,-4.50499999999996,12.785399999999974,-2.436699999999945
ulta,114.21999999999917,-25.974000000000046,10.444799999999702
usb,16.58500000000002,-0.5185999999999993,-2.4173000000000258
uaa,1.9399999999999968,-2.2135999999999907,-2.2928000000000015
ua,1.2349999999999879,0.7643999999999993,-2.1607999999999974
unp,-4.105000000000189,-14.676599999999723,12.997200000000277
ual,-8.400100000000016,-7.653799999999983,8.662700000000136
unh,81.2099999999989,-55.306899999999644,-9.795500000000118
ups,87.04489999999987,-32.24829999999989,-31.45550000000017
uri,-137.57999999999961,18.401100000000042,18.054599999999823
uhs,22.15000000000002,19.825100000000063,-6.163599999999931
unm,2.094999999999999,12.488699999999945,-6.947899999999972
vlo,-12.309999999999931,-19.5825999999999,-16.0188
vtr,-6.34500000000002,13.641099999999966,3.304400000000008
vrsn,-86.10000000000011,12.793900000000178,-4.453700000000197
vrsk,41.70500000000001,3.663799999999952,17.48479999999995
vz,6.094999999999985,-7.464599999999962,-1.3062000000000111
vrtx,-68.1349999999994,1.281500000000591,9.501999999999981
vfc,-14.609999999999985,-11.724000000000071,-11.98599999999999
viac,12.32310000000004,-1.7505000000000024,-0.6413000000000011
vtrs,-0.7999999999999936,0.4251000000000076,0.9358000000000093
v,-74.71999999999994,15.680100000000294,-7.8215999999999894
vnt,-12.889999999999993,-7.162199999999977,-1.8343999999999987
vno,-12.215000000000012,-6.776579999999992,3.0846999999999696
