,open,high,low,close,volume,vwap,timestamp,transactions,otc
0,155.08,155.31,153.46,153.66,1820395.0,154.1224,1550552400000,14181,
1,154.11,155.87,152.79,155.39,1497983.0,154.9311,1550638800000,14077,
2,153.49,155.34,152.97,154.07,1164029.0,154.1609,1550725200000,12864,
3,154.56,156.23,154.12,155.44,1384456.0,155.4277,1550811600000,10138,
4,156.9,157.17,155.21,156.08,978922.0,156.2192,1551070800000,11244,
5,154.83,157.04,154.03,155.31,1664472.0,155.6624,1551157200000,11614,
6,155.72,156.18,154.0,155.36,1132616.0,155.1856,1551243600000,11257,
7,154.98,154.98,153.71,154.09,1002368.0,154.1802,1551330000000,11104,
8,155.22,155.905,153.758,154.41,1496158.0,154.5442,1551416400000,11858,
9,155.51,156.13,153.32,155.04,1142745.0,154.9756,1551675600000,14397,
10,154.45,156.18,154.45,154.49,1032784.0,155.1401,1551762000000,13647,
11,154.45,155.42,153.83,154.52,1071022.0,154.576,1551848400000,13457,
12,153.9,155.08,151.88,154.29,1333815.0,153.5688,1551934800000,15324,
13,152.76,155.2,152.74,154.57,1402778.0,154.3511,1552021200000,17449,
14,154.59,158.24,154.11,158.04,1606361.0,157.3799,1552276800000,18328,
15,158.45,158.8897,157.25,158.42,1924932.0,158.1739,1552363200000,20810,
16,159.0,159.0,156.65,156.96,1798392.0,157.4927,1552449600000,17174,
17,156.73,157.83,156.3,157.11,1707628.0,156.9246,1552536000000,17510,
18,157.11,158.09,156.55,157.41,3533001.0,157.2537,1552622400000,18617,
19,157.7,160.61,157.5918,160.55,1340130.0,159.73,1552881600000,13358,
20,161.22,162.34,159.56,160.11,1498874.0,160.7999,1552968000000,14533,
21,159.48,159.7739,156.37,157.76,1462113.0,157.748,1553054400000,14943,
22,157.09,159.2,157.09,158.62,712037.0,158.5449,1553140800000,9164,
23,157.64,157.805,154.94,155.63,1348484.0,155.8547,1553227200000,12822,
24,155.5,156.74,155.39,156.45,898310.0,156.2627,1553486400000,10658,
25,157.59,158.3399,155.7065,156.27,981383.0,156.4475,1553572800000,10510,
26,156.47,156.5294,154.87,155.55,1371784.0,155.6199,1553659200000,13057,
27,155.9,156.85,155.24,155.99,1200121.0,156.0813,1553745600000,10770,
28,157.25,157.94,156.39,157.87,1379663.0,157.5208,1553832000000,11410,
29,159.68,162.6,159.3501,162.33,1436779.0,161.9671,1554091200000,14508,
30,162.51,163.79,161.625,161.83,986533.0,162.1459,1554177600000,11165,
31,162.19,162.7675,160.97,161.45,640880.0,161.6877,1554264000000,8713,
32,160.95,163.64,160.43,163.43,801641.0,163.0301,1554350400000,8665,
33,163.5,164.43,162.93,163.27,948644.0,163.5418,1554436800000,9771,
34,163.0,163.555,162.16,163.19,534284.0,163.0189,1554696000000,7220,
35,162.16,162.86,160.26,161.71,911440.0,161.8712,1554782400000,9259,
36,162.32,163.2,161.24,162.54,545959.0,162.3597,1554868800000,7309,
37,162.68,165.0,162.08,164.56,613860.0,164.2278,1554955200000,8414,
38,165.6,166.8,164.705,166.07,991210.0,165.9535,1555041600000,9353,
39,166.08,166.67,164.56,164.97,1587160.0,165.0079,1555300800000,9345,
40,166.62,167.76,165.1,167.22,970103.0,166.7396,1555387200000,15398,
41,168.13,169.365,165.745,165.96,980031.0,166.7877,1555473600000,11443,
42,166.45,168.22,166.0,167.84,1511671.0,167.7371,1555560000000,12526,
43,167.05,167.06,165.42,165.96,755792.0,166.0449,1555905600000,7864,
44,166.0,167.42,164.6,166.81,1206158.0,166.594,1555992000000,11476,
45,166.43,167.93,165.5,166.17,699175.0,166.7151,1556078400000,9437,
46,165.04,165.77,161.68,162.14,970863.0,162.8387,1556164800000,11438,
47,162.7,163.53,161.82,163.34,1223235.0,163.0461,1556251200000,11032,
48,163.65,164.38,162.72,164.14,1498842.0,163.9694,1556510400000,12606,
49,167.54,169.45,163.83,166.29,1885245.0,166.4213,1556596800000,20266,
50,166.51,168.45,164.97,165.47,1327145.0,166.3996,1556683200000,17243,
51,165.23,166.6,163.8,166.17,1208537.0,165.5668,1556769600000,15897,
52,166.53,169.28,166.18,169.19,1296902.0,168.0845,1556856000000,15594,
53,165.64,167.84,164.15,167.6,1165720.0,166.7362,1557115200000,18431,
54,165.97,166.85,163.98,165.61,1184124.0,165.5894,1557201600000,16282,
55,165.47,166.79,164.265,165.35,755480.0,165.9107,1557288000000,10376,
56,163.26,165.5,161.44,165.34,1373909.0,163.9792,1557374400000,18286,
57,164.6,165.75,161.29,165.39,929094.0,163.6874,1557460800000,12637,
58,162.41,162.41,158.06,158.89,1436627.0,159.276,1557720000000,20234,
59,159.45,161.26,158.52,160.76,1232285.0,160.1268,1557806400000,15577,
60,159.8,161.96,157.92,161.42,1036613.0,160.8103,1557892800000,15461,
61,162.47,163.33,161.9,162.51,836961.0,162.6158,1557979200000,11706,
62,160.8,161.11,158.84,159.24,1109583.0,159.7174,1558065600000,14055,
63,158.56,161.34,158.56,161.18,1133494.0,160.5557,1558324800000,15548,
64,162.4,164.53,162.35,164.24,1098195.0,163.9564,1558411200000,13957,
65,163.9,164.46,162.64,163.5,1095363.0,163.4305,1558497600000,13305,
66,159.21,160.195,157.74,159.25,1283164.0,158.9687,1558584000000,18503,
67,160.47,161.52,159.29,159.92,935970.0,160.3637,1558670400000,12472,
68,160.34,161.67,158.68,158.7,1596196.0,159.2437,1559016000000,12707,
69,157.59,159.14,156.24,157.91,1077004.0,157.8878,1559102400000,15432,
70,158.82,159.97,157.86,158.53,1063760.0,158.513,1559188800000,16149,
71,154.9,155.24,150.48,150.76,1641310.0,152.2898,1559275200000,21546,
72,150.9,153.94,150.78,152.36,1653161.0,152.2656,1559534400000,23312,
73,154.35,156.36,152.9,156.34,1744063.0,155.4313,1559620800000,21520,
74,157.71,159.66,154.97,159.55,1515466.0,158.1797,1559707200000,20853,
75,159.12,161.2225,158.61,160.77,983903.0,159.8846,1559793600000,13662,
76,161.4,163.02,160.01,161.95,803620.0,161.9586,1559880000000,12884,
77,163.1,164.84,162.445,163.08,885182.0,163.2742,1560139200000,12721,
78,165.18,167.26,164.02,164.21,1062671.0,164.9955,1560225600000,14833,
79,164.08,164.16,162.17,163.07,1069040.0,162.9787,1560312000000,14329,
80,163.52,164.41,162.0,164.36,836873.0,163.5185,1560398400000,10824,
81,164.21,164.21,161.5553,163.86,958724.0,163.1144,1560484800000,13382,
82,163.93,164.15,161.97,162.28,787054.0,162.8426,1560744000000,11763,
83,163.09,168.0,163.09,166.84,1031985.0,166.6332,1560830400000,16476,
84,166.77,168.18,165.965,167.95,1064354.0,167.4325,1560916800000,14166,
85,170.0,171.84,168.78,171.6,1556725.0,170.8171,1561003200000,20175,
86,171.42,171.6,169.5,169.96,1713606.0,170.2221,1561089600000,18592,
87,170.22,171.309,169.34,170.16,1163166.0,170.3284,1561348800000,12555,
88,170.7,170.7,167.93,168.85,1987679.0,169.5413,1561435200000,12401,
89,169.7,170.18,168.61,168.91,831817.0,169.1585,1561521600000,11181,
90,169.31,169.86,166.86,168.25,705752.0,168.1678,1561608000000,9011,
91,169.03,171.44,168.541,171.34,2680723.0,170.8412,1561694400000,17813,
92,173.0,173.7718,170.24,172.86,2385843.0,172.2155,1561953600000,21267,
93,171.06,171.625,169.255,170.2,1165003.0,170.2517,1562040000000,17946,
94,171.71,172.01,168.89,170.24,756702.0,170.0346,1562126400000,11180,
95,168.96,169.65,165.77,169.15,829198.0,168.4313,1562299200000,11466,
96,168.99,170.0,168.255,169.06,996408.0,169.0159,1562558400000,16286,
97,167.83,168.455,166.1,167.29,1231668.0,166.9292,1562644800000,16473,
98,168.0,169.1,167.03,167.4,827140.0,167.7515,1562731200000,11741,
99,168.4,168.9,166.09,168.86,951544.0,167.7573,1562817600000,12661,
100,169.68,172.09,169.65,171.09,1254227.0,170.5854,1562904000000,15482,
101,171.58,172.355,169.92,171.12,650511.0,171.0477,1563163200000,9943,
102,170.01,172.6,169.315,172.35,750373.0,172.0798,1563249600000,10690,
103,172.09,172.22,169.04,169.29,1075375.0,170.0579,1563336000000,15202,
104,169.11,169.7,166.65,167.94,959144.0,167.8919,1563422400000,13993,
105,168.98,175.18,168.665,172.8,1905035.0,173.1025,1563508800000,23781,
106,173.27,173.665,170.39,170.73,1038709.0,171.0608,1563768000000,13757,
107,171.49,173.55,170.69,173.37,1144657.0,172.4823,1563854400000,14725,
108,172.34,175.91,171.55,175.37,1026650.0,175.0887,1563940800000,14734,
109,175.02,175.54,172.95,174.96,940979.0,174.787,1564027200000,11422,
110,174.2,175.28,173.14,174.74,855344.0,174.5492,1564113600000,10967,
111,174.86,175.43,173.3,173.97,1194529.0,174.4769,1564372800000,14690,
112,162.5,166.51,162.33,165.17,2355549.0,164.9741,1564459200000,26201,
113,164.76,166.8,162.06,164.0,1907163.0,164.9106,1564545600000,20500,
114,163.88,165.24,158.6715,159.73,1435640.0,161.5115,1564632000000,20279,
115,158.6,159.6,157.05,158.68,1317235.0,158.3235,1564718400000,18195,
116,155.57,156.22,150.01,151.43,2317972.0,152.7865,1564977600000,28387,
117,152.51,154.42,151.29,154.4,1223588.0,153.2436,1565064000000,16118,
118,151.73,153.78,149.39,152.26,1478295.0,151.3373,1565150400000,17475,
119,152.86,154.38,152.3,153.72,1240653.0,153.4887,1565236800000,14826,
120,152.74,153.25,148.41,149.96,1396220.0,149.7982,1565323200000,16956,
121,149.41,150.17,147.2,148.16,1059007.0,148.168,1565582400000,14661,
122,147.5,154.265,147.31,151.07,1414204.0,151.8194,1565668800000,19999,
123,148.28,148.99,144.13,144.49,1839334.0,145.4806,1565755200000,23401,
124,144.99,146.43,144.05,146.03,1505756.0,145.4559,1565841600000,19209,
