,date,open,high,low,close,volume
0,2019-02-19 00:00:00,47.66,48.315,47.45,48.1,7861246.0
1,2019-02-20 00:00:00,47.89,48.1964,47.64,47.99,10711197.0
2,2019-02-21 00:00:00,47.91,48.46,47.88,48.41,6209189.0
3,2019-02-22 00:00:00,47.44,47.92,47.315,47.72,12798803.0
4,2019-02-25 00:00:00,47.73,47.8,47.07,47.21,10070532.0
5,2019-02-26 00:00:00,47.27,47.58,47.19,47.43,7475348.0
6,2019-02-27 00:00:00,47.36,47.38,46.995,47.13,8153389.0
7,2019-02-28 00:00:00,47.09,47.36,46.96,47.16,8498549.0
8,2019-03-01 00:00:00,47.19,47.34,47.03,47.23,8114507.0
9,2019-03-04 00:00:00,47.35,47.46,46.53,46.99,9587978.0
10,2019-03-05 00:00:00,47.02,47.15,46.755,46.93,8406496.0
11,2019-03-06 00:00:00,46.86,47.13,46.825,46.97,5660947.0
12,2019-03-07 00:00:00,46.96,47.23,46.75,46.81,8070093.0
13,2019-03-08 00:00:00,46.49,46.9,46.37,46.58,6699843.0
14,2019-03-11 00:00:00,46.61,47.155,46.52,47.12,6326222.0
15,2019-03-12 00:00:00,47.14,47.43,46.78,46.95,5856632.0
16,2019-03-13 00:00:00,47.12,47.5,47.08,47.28,6289876.0
17,2019-03-14 00:00:00,47.34,47.445,47.12,47.35,5617280.0
18,2019-03-15 00:00:00,47.43,47.96,47.38,47.8,9670770.0
19,2019-03-18 00:00:00,47.82,48.09,47.77,48.04,5817885.0
20,2019-03-19 00:00:00,48.19,48.5,48.065,48.24,6252394.0
21,2019-03-20 00:00:00,48.22,48.55,47.91,48.18,6560116.0
22,2019-03-21 00:00:00,48.03,48.99,47.71,48.88,6773901.0
23,2019-03-22 00:00:00,48.79,49.3333,48.79,49.13,6978951.0
24,2019-03-25 00:00:00,49.05,49.49,49.04,49.41,5390335.0
25,2019-03-26 00:00:00,49.56,50.05,49.43,49.79,7059292.0
26,2019-03-27 00:00:00,49.7,49.98,49.315,49.63,7400139.0
27,2019-03-28 00:00:00,49.06,49.66,49.01,49.35,6416862.0
28,2019-03-29 00:00:00,49.5,49.96,49.42,49.92,6701237.0
29,2019-04-01 00:00:00,49.98,50.0,49.53,49.69,6196024.0
30,2019-04-02 00:00:00,49.63,49.7,49.455,49.64,5159483.0
31,2019-04-03 00:00:00,49.48,50.02,49.33,49.73,6810783.0
32,2019-04-04 00:00:00,49.65,49.85,49.55,49.65,5477504.0
33,2019-04-05 00:00:00,49.66,49.79,49.48,49.68,6246038.0
34,2019-04-08 00:00:00,49.57,49.67,49.45,49.61,6456416.0
35,2019-04-09 00:00:00,49.46,49.72,49.4,49.64,5037541.0
36,2019-04-10 00:00:00,49.77,49.92,49.5545,49.7,4539778.0
37,2019-04-11 00:00:00,49.84,49.92,49.435,49.67,4670468.0
38,2019-04-12 00:00:00,49.71,49.8501,49.59,49.79,5016636.0
39,2019-04-15 00:00:00,49.91,50.4,49.88,50.28,7869005.0
40,2019-04-16 00:00:00,50.36,50.52,50.08,50.12,5150799.0
41,2019-04-17 00:00:00,50.39,50.39,49.84,50.23,4698080.0
