,date,open,high,low,close,volume
0,2017-12-31 19:00:00,4.05376,4.76717,3.90234,4.51822,72412.48000000001
1,2018-01-01 19:00:00,4.5157,6.0,4.49419,5.46353,71896.70999999974
2,2018-01-02 19:00:00,5.48971,7.12032,5.3447,7.1083,79307.99000000027
3,2018-01-03 19:00:00,7.13909,7.5523,6.01624,6.18493,71067.21000000031
4,2018-01-04 19:00:00,6.16288,7.34998,3.69,5.43739,95724.39999999998
5,2018-01-05 19:00:00,5.50451,6.5304,4.05715,5.28651,97500.21000000024
6,2018-01-06 19:00:00,5.27337,6.6,4.2,5.36549,94328.46000000132
7,2018-01-07 19:00:00,5.40162,5.85204,4.0,4.62077,93524.9699999998
8,2018-01-08 19:00:00,4.62408,5.78926,4.0,4.89513,73288.21000000049
9,2018-01-09 19:00:00,4.86772,5.42524,4.36677,4.89217,73625.01999999995
10,2018-01-10 19:00:00,4.89103,5.43802,4.63897,5.2071,66833.13000000022
11,2018-01-11 19:00:00,5.20723,6.6,3.8,5.77945,79172.50000000042
12,2018-01-12 19:00:00,5.75475,6.02427,5.20174,5.978,53994.27000000048
13,2018-01-13 19:00:00,5.97915,6.03982,4.01822,5.55228,67916.15000000014
14,2018-01-14 19:00:00,5.54591,5.69741,4.73,5.20027,65406.63000000028
15,2018-01-15 19:00:00,5.20954,5.24907,4.3,4.81884,70738.96999999859
16,2018-01-16 19:00:00,4.81677,5.09433,3.90134,4.48262,79886.08999999985
17,2018-01-17 19:00:00,4.48927,5.6438,4.38483,4.97579,73161.34000000013
18,2018-01-18 19:00:00,4.94934,5.38351,4.4,4.71177,83598.61
19,2018-01-19 19:00:00,4.70899,5.16635,4.66914,4.97761,75126.77999999931
20,2018-01-20 19:00:00,4.99442,5.03248,4.31395,4.56289,72852.0600000001
21,2018-01-21 19:00:00,4.54632,5.001,4.32446,4.69879,64934.020000000026
22,2018-01-22 19:00:00,4.6946,4.80998,4.3902,4.49982,75601.93999999987
23,2018-01-23 19:00:00,4.49875,4.62414,3.7,3.99753,132903.87999999904
24,2018-01-24 19:00:00,3.99199,4.12624,3.77771,4.01095,65908.50000000016
25,2018-01-25 19:00:00,3.98806,4.09993,3.7077,4.06741,54905.9600000004
26,2018-01-26 19:00:00,4.04845,4.169,3.83845,4.15649,62808.48000000351
27,2018-01-27 19:00:00,4.1142,4.72,4.09741,4.62809,74604.28000000096
28,2018-01-28 19:00:00,4.62782,4.90241,2.72002,3.25124,168617.6100000016
29,2018-01-29 19:00:00,3.22779,4.19122,2.46563,3.36514,169813.77999999878
30,2018-01-30 19:00:00,3.34443,3.81,2.42655,3.40218,82866.30000000008
31,2018-01-31 19:00:00,3.38612,3.52149,2.8,3.13602,63354.39999999957
32,2018-02-01 19:00:00,3.11768,3.18822,2.13887,2.8801,141383.41999999952
33,2018-02-02 19:00:00,2.87371,3.29585,2.73936,3.16175,64988.47000000039
34,2018-02-03 19:00:00,3.17394,3.5,2.94599,3.02588,74266.29999999989
35,2018-02-04 19:00:00,3.03887,3.13405,2.24198,2.45601,86850.83999999975
36,2018-02-05 19:00:00,2.46174,2.51255,1.65622,2.46128,158598.99000000037
37,2018-02-06 19:00:00,2.49193,2.89999,2.18154,2.45015,78632.06000000006
38,2018-02-07 19:00:00,2.43784,3.0372,2.41513,2.98779,73528.30000000658
39,2018-02-08 19:00:00,2.99565,3.34206,2.76709,3.17486,57476.77000000234
40,2018-02-09 19:00:00,3.16489,3.53411,3.10586,3.27755,58158.38000000002
41,2018-02-10 19:00:00,3.26627,3.29725,2.84591,2.9833,57127.88000000002
42,2018-02-11 19:00:00,2.96684,3.28322,2.96564,3.21342,57344.7100000007
43,2018-02-12 19:00:00,3.21268,3.23809,2.05085,2.59878,129295.4200000002
44,2018-02-13 19:00:00,2.56776,2.86613,2.20001,2.47557,158008.66999999635
45,2018-02-14 19:00:00,2.4768,2.82929,2.45295,2.52504,51863.19999999977
46,2018-02-15 19:00:00,2.51467,2.9,2.5,2.69386,56064.32000000027
47,2018-02-16 19:00:00,2.6914,2.9,2.66522,2.7463,55979.880000000354
48,2018-02-17 19:00:00,2.75728,2.9813,2.59241,2.9011,49205.60000000012
49,2018-02-18 19:00:00,2.90808,3.78381,2.74402,3.56163,40766.96999999992
50,2018-02-19 19:00:00,3.58268,4.71951,3.49792,4.02228,79195.60000000037
51,2018-02-20 19:00:00,4.04376,4.07894,3.60449,3.63611,47678.780000000224
52,2018-02-21 19:00:00,3.63283,4.3,3.33722,4.12412,98154.34000000027
53,2018-02-22 19:00:00,4.11282,4.8429,3.9,4.80851,64154.43000000017
54,2018-02-23 19:00:00,4.81497,5.11,4.5,4.902,74838.48999999964
55,2018-02-24 19:00:00,4.90479,5.10998,4.64599,4.74652,41988.00000000024
56,2018-02-25 19:00:00,4.74894,4.83,2.52697,3.97493,129889.26999999768
57,2018-02-26 19:00:00,3.96585,4.50116,3.70857,4.36364,44040.16999999931
58,2018-02-27 19:00:00,4.33056,4.9,4.09595,4.27192,58057.26000000092
59,2018-02-28 19:00:00,4.27274,4.59153,4.18074,4.43189,45665.25000000023
60,2018-03-01 19:00:00,4.4216,4.49698,4.31,4.33124,31934.65000000001
61,2018-03-02 19:00:00,4.32668,4.50159,4.20472,4.41603,31037.959999999828
62,2018-03-03 19:00:00,4.40275,4.4569,4.02004,4.2579,41979.26000000008
63,2018-03-04 19:00:00,4.25412,4.28933,4.00744,4.0917,33661.98999999996
64,2018-03-05 19:00:00,4.09285,4.10115,3.53959,3.66679,54223.29000000014
65,2018-03-06 19:00:00,3.65454,3.75827,3.38378,3.42957,44576.72999999799
66,2018-03-07 19:00:00,3.43235,3.72016,2.88425,3.04003,112161.45000000112
67,2018-03-08 19:00:00,3.03163,3.57513,2.52,3.09964,95031.10000000056
68,2018-03-09 19:00:00,3.09007,3.3,2.92483,3.04739,59328.3600000012
69,2018-03-10 19:00:00,3.0369,3.6293,2.92007,3.54497,50831.739999999976
70,2018-03-11 20:00:00,3.54893,3.96295,3.2,3.27402,47084.37
71,2018-03-12 20:00:00,3.29296,3.47338,3.157,3.38098,38073.40999999968
72,2018-03-13 20:00:00,3.39426,3.66587,2.97832,3.10208,54341.99000000098
73,2018-03-14 20:00:00,3.12947,3.39138,2.88029,3.18528,45350.72
74,2018-03-15 20:00:00,3.16251,3.21085,3.00051,3.00437,37993.48000000021
75,2018-03-16 20:00:00,3.00105,3.00367,2.72614,2.85069,48713.88999999998
76,2018-03-17 20:00:00,2.85104,2.88898,2.575,2.87852,60508.1199999979
77,2018-03-18 20:00:00,2.86562,3.30006,2.86562,3.08676,49682.54
78,2018-03-19 20:00:00,3.08969,3.56653,2.79373,3.35006,47924.07999999995
79,2018-03-20 20:00:00,3.34717,3.64753,3.24205,3.42259,45932.2700000002
80,2018-03-21 20:00:00,3.43451,3.50851,3.24848,3.41743,42280.57000000007
81,2018-03-22 20:00:00,3.43461,3.56496,3.25129,3.56496,43756.70000000001
82,2018-03-23 20:00:00,3.56634,4.0,3.42029,3.97855,58360.610000000415
83,2018-03-24 20:00:00,3.98259,4.15,3.72692,3.99487,50221.20000000022
84,2018-03-25 20:00:00,4.04043,4.22045,3.32485,3.54875,47998.839999999545
85,2018-03-26 20:00:00,3.57811,3.70133,2.89999,3.04996,54625.820000000174
86,2018-03-27 20:00:00,3.04218,3.24204,2.98877,3.16086,41439.19000000014
87,2018-03-28 20:00:00,3.13921,3.17426,2.8,2.83059,54067.58999999938
88,2018-03-29 20:00:00,2.81486,3.1821,2.7122,2.8457,50717.80999999993
89,2018-03-30 20:00:00,2.84501,3.02443,2.75,2.87914,48810.75000000028
